probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,total_detected_samples,total_samples,overall_detection_rate,valid_gene_symbol,reliable_probe
1012679,CUST_15946_PI416261804,3933,LGALS3,"lectin, galactoside-binding, soluble, 3",3958.0,14,3074,3702,0.8303619665045922,True,True
1012678,CUST_7769_PI416261804,37006,GBA3,"glucosidase, beta, acid 3 (cytosolic)",57733.0,4,1324,3702,0.35764451647757967,True,False
1012677,CUST_11095_PI416261804,40841,POPDC3,popeye domain containing 3,64208.0,6,3533,3702,0.9543490005402485,True,True
1012676,CUST_13938_PI416261804,7179,TRPC3,"transient receptor potential cation channel, subfamily C, member 3",7222.0,4,1284,3702,0.34683954619124796,True,False
1012675,CUST_997_PI416573500,169334,PPP1R3G,"protein phosphatase 1, regulatory subunit 3G",648791.0,6,2075,3702,0.5605078336034576,True,True
1012674,A_24_P356930,1579,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1",1591.0,20,831,3702,0.22447325769854132,True,False
1012673,A_23_P21063,6296,SCN5A,"sodium channel, voltage-gated, type V, alpha subunit",6331.0,3,635,3702,0.17152890329551593,True,False
1012672,A_24_P48187,36786,CASKIN2,CASK interacting protein 2,57513.0,17,3638,3702,0.9827120475418692,True,True
1012670,CUST_876_PI416379584,152643,WIPF3,"WAS/WASL interacting protein family, member 3",644150.0,7,1757,3702,0.4746083198271205,True,False
1012669,CUST_9951_PI416261804,125011,RP11-834C11.4,uncharacterized LOC400043,400043.0,12,192,3702,0.05186385737439222,True,False
1012668,A_23_P45751,22558,CLCA4,chloride channel accessory 4,22802.0,1,2710,3702,0.7320367368989735,True,True
1012667,CUST_10709_PI416261804,6474,SLC1A5,"solute carrier family 1 (neutral amino acid transporter), member 5",6510.0,19,260,3702,0.07023230686115613,True,False
1012666,CUST_6469_PI416261804,33332,PCBP3,poly(rC) binding protein 3,54039.0,21,2306,3702,0.6229065370070233,True,True
1012665,A_24_P113109,1001267,LOC100133337,similar to Os05g0242100,100133337.0,17,3700,3702,0.9994597514856834,True,True
1012664,A_24_P379858,27,ACAA1,acetyl-CoA acyltransferase 1,30.0,3,3664,3702,0.9897352782279849,True,True
1012663,A_24_P55496,77726,OSR2,odd-skipped related 2 (Drosophila),116039.0,8,2522,3702,0.6812533765532145,True,True
1012662,A_32_P99648,105958,EIF4E3,eukaryotic translation initiation factor 4E family member 3,317649.0,3,3675,3702,0.9927066450567261,True,True
1012661,CUST_14577_PI416261804,58105,RAB34,"RAB34, member RAS oncogene family",83871.0,17,1719,3702,0.46434359805510533,True,False
1012660,CUST_4208_PI416261804,78933,ACOT4,acyl-CoA thioesterase 4,122970.0,14,2906,3702,0.7849810913019989,True,True
1012659,A_24_P310946,22553,COG2,component of oligomeric golgi complex 2,22796.0,1,3443,3702,0.9300378173960021,True,True
1012658,A_32_P93391,124057,NUDT19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,390916.0,19,3396,3702,0.9173419773095624,True,True
1012657,A_24_P274640,159006,GTF2H2B,"general transcription factor IIH, polypeptide 2B (pseudogene)",653238.0,5,3699,3702,0.9991896272285251,True,True
1012656,A_32_P200586,1001261,A_32_P200586,AGILENT probe A_32_P200586 (non-RefSeq),,,2082,3702,0.5623987034035657,True,True
1012655,CUST_12018_PI416261804,60278,SYCE1,synaptonemal complex central element protein 1,93426.0,10,2971,3702,0.802539168017288,True,True
1012651,CUST_7747_PI416261804,5750,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",5782.0,7,3609,3702,0.9748784440842788,True,True
1012650,A_24_P321626,34992,POLR3B,polymerase (RNA) III (DNA directed) polypeptide B,55703.0,12,3541,3702,0.9565099945975148,True,True
1012649,A_24_P413470,7118,TP73,tumor protein p73,7161.0,1,1999,3702,0.5399783900594274,True,True
1012647,CUST_16140_PI416261804,7206,TSC2,tuberous sclerosis 2,7249.0,16,3102,3702,0.8379254457050244,True,True
1012646,CUST_14381_PI416261804,37326,DLGAP3,"discs, large (Drosophila) homolog-associated protein 3",58512.0,1,2904,3702,0.7844408427876823,True,True
1012645,CUST_73_PI416261804,33877,C9orf11,chromosome 9 open reading frame 11,54586.0,9,27,3702,0.007293354943273906,True,False
1012644,A_24_P417784,1001213,POM121B,POM121 transmembrane nucleoporin B (pseudogene),100288540.0,7,3700,3702,0.9994597514856834,True,True
1012643,CUST_11831_PI416261804,81758,SPIN3,"spindlin family, member 3",169981.0,X,3303,3702,0.8922204213938412,True,True
1012642,CUST_9449_PI416261804,30638,SERPINA10,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",51156.0,14,96,3702,0.02593192868719611,True,False
1012641,CUST_10605_PI416261804,80550,AC008026.2,EF-hand calcium binding domain 3,146779.0,17,778,3702,0.2101566720691518,True,False
1012640,CUST_8849_PI416261804,54933,CHAC1,"ChaC, cation transport regulator homolog 1 (E. coli)",79094.0,15,2133,3702,0.5761750405186385,True,True
1012639,CUST_3886_PI416261804,180873,RPSAP9,ribosomal protein SA pseudogene 9,653162.0,9,3701,3702,0.9997298757428417,True,True
1012638,CUST_4890_PI416261804,36866,EBF4,early B-cell factor 4,57593.0,20,3130,3702,0.8454889249054565,True,True
1012637,CUST_7313_PI416261804,35149,DBNDD2,dysbindin (dystrobrevin binding protein 1) domain containing 2,55861.0,20,3697,3702,0.9986493787142086,True,True
1012636,CUST_10077_PI416261804,31042,MBIP,MAP3K12 binding inhibitory protein 1,51562.0,14,3622,3702,0.9783900594273366,True,True
1012635,CUST_14760_PI416261804,51,ACP5,"acid phosphatase 5, tartrate resistant",54.0,19,5,3702,0.001350621285791464,True,False
1012634,CUST_3069_PI416261804,182097,LOC729569,hypothetical protein LOC729569,729569.0,5,7,3702,0.0018908698001080498,True,False
1012633,CUST_562_PI417507815,1001245,LOC100129571,similar to hCG1646049,100129571.0,5,25,3702,0.00675310642895732,True,False
1012632,CUST_7257_PI416261804,57694,LRRC48,leucine rich repeat containing 48,83450.0,17,271,3702,0.07320367368989736,True,False
1012631,A_24_P80135,26217,PTPN18,"protein tyrosine phosphatase, non-receptor type 18 (brain-derived)",26469.0,2,3690,3702,0.9967585089141004,True,True
1012630,A_24_P918907,81201,RP11-61L23.2,"family with sequence similarity 115, member C pseudogene",154761.0,7,10,3702,0.002701242571582928,True,False
1012629,CUST_10983_PI416261804,8378,RAD54L,RAD54-like (S. cerevisiae),8438.0,1,92,3702,0.02485143165856294,True,False
1012628,CUST_9425_PI416261804,34828,KCNQ1DN,KCNQ1 downstream neighbor (non-protein coding),55539.0,11,68,3702,0.018368449486763912,True,False
1012627,CUST_10728_PI416261804,105993,BPIFA4P,"BPI fold containing family A, member 4, pseudogene",317716.0,20,144,3702,0.03889789303079417,True,False
1012626,CUST_3349_PI416261804,1001242,CCDC166,coiled-coil domain containing 166,100130274.0,8,34,3702,0.009184224743381956,True,False
1012625,A_23_P365767,772,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit",776.0,3,2478,3702,0.6693679092382496,True,True
1012624,CUST_4309_PI416261804,125609,AC073346.1,uncharacterized LOC401397,401397.0,7,3646,3702,0.9848730415991356,True,True
1012623,A_24_P942132,78897,TRAPPC6B,trafficking protein particle complex 6B,122553.0,14,140,3702,0.037817396002161,True,False
1012622,CUST_4095_PI416261804,182011,DND1P2,dead end homolog 1 pseudogene 2,644256.0,17,2902,3702,0.7839005942733658,True,True
1012621,CUST_8497_PI416261804,78450,DACH2,dachshund homolog 2 (Drosophila),117154.0,X,3127,3702,0.8446785521339817,True,True
1012620,A_24_P839254,10943,RPP14,ribonuclease P/MRP 14kDa subunit,11102.0,3,3680,3702,0.9940572663425176,True,True
1012619,A_32_P33561,1001236,LOC100009676,uncharacterized LOC100009676,100009676.0,3,750,3702,0.2025931928687196,True,False
1012617,CUST_9382_PI416261804,29818,CXXC1,CXXC finger protein 1,30827.0,18,3286,3702,0.8876283090221502,True,True
1012616,CUST_11909_PI416261804,80852,ZNF295-AS1,ZNF295 antisense RNA 1 (non-protein coding),150142.0,21,129,3702,0.03484602917341977,True,False
1012615,CUST_6296_PI416261804,25924,C14orf109,chromosome 14 open reading frame 109,26175.0,14,937,3702,0.2531064289573204,True,False
1012614,CUST_14608_PI416261804,40853,STRA6,stimulated by retinoic acid gene 6 homolog (mouse),64220.0,15,3692,3702,0.9972987574284171,True,True
1012613,CUST_2513_PI416261804,1001233,CUST_2513_PI416261804,AGILENT probe CUST_2513_PI416261804 (non-RefSeq),,,3087,3702,0.8338735818476499,True,True
1012612,CUST_8141_PI416261804,94508,EPHA6,EPH receptor A6,285220.0,3,3428,3702,0.9259859535386278,True,True
1012611,CUST_9718_PI416261804,59173,MGC14436,FAM222A antisense RNA 1 (non-protein coding),84983.0,12,32,3702,0.00864397622906537,True,False
1012610,A_32_P168853,1001232,LOC100190986,uncharacterized LOC100190986,100190986.0,16,3698,3702,0.9989195029713668,True,True
1012609,CUST_7602_PI416261804,8612,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough,8681.0,15,2679,3702,0.7236628849270664,True,True
1012608,A_24_P181677,55949,PQLC1,PQ loop repeat containing 1,80148.0,18,3552,3702,0.9594813614262561,True,True
1012607,A_24_P943106,23105,SR140,U2 snRNP-associated SURP domain containing,23350.0,3,3247,3702,0.8770934629929767,True,True
1012606,CUST_12963_PI416261804,79057,C17orf45,C17orf76 antisense RNA 1 (non-protein coding),125144.0,17,1799,3702,0.4859535386277688,True,False
1012605,CUST_13710_PI416261804,57908,PARP9,"poly (ADP-ribose) polymerase family, member 9",83666.0,3,540,3702,0.1458670988654781,True,False
1012604,A_24_P214506,6360,SEC13,SEC13 homolog (S. cerevisiae),6396.0,3,3442,3702,0.9297676931388439,True,True
1012603,CUST_2388_PI416261804,168098,CCDC30,coiled-coil domain containing 30,728621.0,1,3039,3702,0.8209076175040518,True,True
1012602,CUST_2438_PI416261804,1001227,CUST_2438_PI416261804,AGILENT probe CUST_2438_PI416261804 (non-RefSeq),,,3042,3702,0.8217179902755267,True,True
1012601,CUST_5218_PI416261804,59126,ZFYVE19,"zinc finger, FYVE domain containing 19",84936.0,15,2830,3702,0.7644516477579687,True,True
1012600,CUST_6542_PI416261804,165089,TMEM72,transmembrane protein 72,643236.0,10,3506,3702,0.9470556455969746,True,True
1012599,CUST_6886_PI416261804,94119,NUDT7,nudix (nucleoside diphosphate linked moiety X)-type motif 7,283927.0,16,1722,3702,0.4651539708265802,True,False
1012598,A_23_P26358,1001226,RP11-368J21.1,"smg-1 homolog, phosphatidylinositol 3-kinase-related kinase pseudogene 1",641298.0,16,3700,3702,0.9994597514856834,True,True
1012596,CUST_14812_PI416261804,36935,KIAA1543,"calmodulin regulated spectrin-associated protein family, member 3",57662.0,19,3415,3702,0.92247433819557,True,True
1012595,CUST_4225_PI416261804,180785,LOC728485,uncharacterized LOC728485,728485.0,19,3542,3702,0.9567801188546732,True,True
1012594,A_23_P90079,59938,ZNF799,zinc finger protein 799,90576.0,19,1838,3702,0.49648838465694217,True,False
1012593,CUST_512_PI416408490,5296,PLAU,"plasminogen activator, urokinase",5328.0,10,56,3702,0.015126958400864398,True,False
1012592,CUST_498_PI417507815,168937,LOC729390,hypothetical LOC729390,729390.0,13,45,3702,0.012155591572123177,True,False
1012591,A_32_P437004,7456,XG,Xg blood group,7499.0,X,15,3702,0.004051863857374392,True,False
1012590,CUST_10652_PI416261804,58201,SPNS1,spinster homolog 1 (Drosophila),83985.0,16,2865,3702,0.7739059967585089,True,True
1012589,CUST_6504_PI416261804,122925,C17orf100,chromosome 17 open reading frame 100,388327.0,17,1845,3702,0.4983792544570502,True,False
1012588,CUST_11495_PI416261804,27177,TOR2A,"torsin family 2, member A",27433.0,9,1591,3702,0.4297676931388439,True,False
1013179,A_24_P25550,127,ADH6,alcohol dehydrogenase 6 (class V),130.0,4,8,3702,0.0021609940572663426,True,False
1013178,CUST_11356_PI416261804,125473,AC021148.2,WD repeat domain 5 pseudogene,401127.0,4,2519,3702,0.6804430037817396,True,True
1013177,CUST_11535_PI416261804,1001516,AC079341.1,uncharacterized LOC100192379,100192379.0,4,1364,3702,0.3684494867639114,True,False
1013176,CUST_1201_PI416573500,80147,KRT72,keratin 72,140807.0,12,66,3702,0.017828200972447326,True,False
1013175,CUST_8836_PI416261804,59911,C15orf23,chromosome 15 open reading frame 23,90417.0,15,3033,3702,0.8192868719611021,True,True
1013174,A_23_P86079,134900,ANKRD65,ankyrin repeat domain 65,441869.0,1,3663,3702,0.9894651539708266,True,True
1013173,CUST_6854_PI416261804,94755,C7orf53,chromosome 7 open reading frame 53,286006.0,7,1758,3702,0.47487844408427876,True,False
1013172,CUST_11376_PI416261804,58981,MGC2889,uncharacterized protein MGC2889,84789.0,3,1740,3702,0.4700162074554295,True,False
1013171,A_32_P215179,159018,AC136443.1,nuclear pore complex-interacting protein-like 1-like,642778.0,16,3699,3702,0.9991896272285251,True,True
1013170,CUST_1973_PI416261804,23134,KIAA0947,KIAA0947,23379.0,5,3141,3702,0.8484602917341977,True,True
1013169,CUST_6196_PI416261804,11114,KLHL2,"kelch-like 2, Mayven (Drosophila)",11275.0,4,3558,3702,0.9611021069692058,True,True
1013168,A_23_P216679,8489,CDC14B,CDC14 cell division cycle 14 homolog B (S. cerevisiae),8555.0,9,1491,3702,0.4027552674230146,True,False
1013167,A_24_P65199,8492,CDK10,cyclin-dependent kinase 10,8558.0,16,2341,3702,0.6323608860075635,True,True
1013166,A_24_P843309,93841,KRT8P41,keratin 8 pseudogene 41,283102.0,11,52,3702,0.014046461372231226,True,False
1013165,CUST_5619_PI416261804,10110,CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256.0,1,1194,3702,0.3225283630470016,True,False
1013164,CUST_7775_PI416261804,30104,GALNT9,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9),50614.0,12,3430,3702,0.9265262020529443,True,True
1013163,A_24_P74897,110231,GPR144,G protein-coupled receptor 144,347088.0,9,122,3702,0.032955159373311727,True,False
1013162,CUST_5884_PI416261804,79735,C9orf57,chromosome 9 open reading frame 57,138240.0,9,152,3702,0.041058887088060506,True,False
1013161,CUST_17038_PI416261804,54982,LENG4,membrane bound O-acyltransferase domain containing 7,79143.0,19,3340,3702,0.902215018908698,True,True
1013160,CUST_9495_PI416261804,85818,DAGLB,"diacylglycerol lipase, beta",221955.0,7,3157,3702,0.8527822798487305,True,True
1013159,A_24_P928243,81584,LGI4,"leucine-rich repeat LGI family, member 4",163175.0,19,3081,3702,0.8322528363047001,True,True
1013158,CUST_16761_PI416261804,4877,NTF3,neurotrophin 3,4908.0,12,635,3702,0.17152890329551593,True,False
1013157,CUST_5265_PI416261804,10864,TDRKH,tudor and KH domain containing,11022.0,1,3295,3702,0.8900594273365748,True,True
1013156,CUST_10072_PI416261804,58493,TMEM79,transmembrane protein 79,84283.0,1,2342,3702,0.6326310102647218,True,True
1013155,CUST_8245_PI416261804,125268,LOC400752,uncharacterized LOC400752,400752.0,1,3069,3702,0.8290113452188006,True,True
1013154,A_24_P925100,123475,AC005488.13,"speedy homolog E8 (Xenopus laevis), pseudogene",389517.0,7,3700,3702,0.9994597514856834,True,True
1013153,CUST_11043_PI416261804,5147,PENK,proenkephalin,5179.0,8,2778,3702,0.7504051863857374,True,True
1013152,A_24_P360601,34324,NOL8,nucleolar protein 8,55035.0,9,3698,3702,0.9989195029713668,True,True
1013151,CUST_372_PI417557136,2538,GABRA1,"gamma-aminobutyric acid (GABA) A receptor, alpha 1",2554.0,5,57,3702,0.01539708265802269,True,False
1013150,CUST_7264_PI416261804,172111,RP11-535K1.1,testis development related 1 (non-protein coding),732253.0,6,47,3702,0.012695840086439762,True,False
1013148,CUST_10856_PI416261804,58904,LNX1,"ligand of numb-protein X 1, E3 ubiquitin protein ligase",84708.0,4,3383,3702,0.9138303619665046,True,True
1013147,CUST_10920_PI416261804,1041,CLGN,calmegin,1047.0,4,3645,3702,0.9846029173419774,True,True
1013145,CUST_11388_PI416261804,85843,FAM185A,"family with sequence similarity 185, member A",222234.0,7,3676,3702,0.9929767693138843,True,True
1013144,CUST_13454_PI416261804,59020,C6orf105,androgen-dependent TFPI-regulating protein,84830.0,6,719,3702,0.19421934089681253,True,False
1013143,A_23_P159172,9481,AATK,apoptosis-associated tyrosine kinase,9625.0,17,3609,3702,0.9748784440842788,True,True
1013142,CUST_1235_PI416573500,133722,PRAMEF11,PRAME family member 11,440560.0,1,45,3702,0.012155591572123177,True,False
1013141,CUST_15190_PI416261804,7180,TRPC4,"transient receptor potential cation channel, subfamily C, member 4",7223.0,13,2619,3702,0.7074554294975689,True,True
1013140,CUST_4107_PI416261804,109635,C17orf67,chromosome 17 open reading frame 67,339210.0,17,195,3702,0.0526742301458671,True,False
1013139,A_32_P26464,80853,C21orf128,chromosome 21 open reading frame 128,150147.0,21,1534,3702,0.4143706104808212,True,False
1013138,A_24_P256539,30756,C12ORF47,MAPKAPK5 antisense RNA 1 (non-protein coding),51275.0,12,3646,3702,0.9848730415991356,True,True
1013137,A_32_P186450,158739,SEPT13,septin 7 pseudogene 2,641977.0,7,3699,3702,0.9991896272285251,True,True
1013136,CUST_15756_PI416261804,2053,ERCC2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",2068.0,19,1492,3702,0.4030253916801729,True,False
1013134,A_32_P97471,1001497,LOC100288315,uncharacterized LOC100288315,100288315.0,16,2901,3702,0.7836304700162074,True,True
1013133,CUST_10783_PI416261804,134551,LOC441455,makorin ring finger protein 1 pseudogene,441455.0,9,2816,3702,0.7606699081577526,True,True
1013132,CUST_10595_PI416261804,22558,CLCA4,chloride channel accessory 4,22802.0,1,949,3702,0.2563479200432199,True,False
1013131,CUST_839_PI416573500,123887,RNASE9,"ribonuclease, RNase A family, 9 (non-active)",390443.0,14,118,3702,0.031874662344678555,True,False
1013130,CUST_10619_PI416261804,10979,TBC1D8,"TBC1 domain family, member 8 (with GRAM domain)",11138.0,2,3693,3702,0.9975688816855753,True,True
1013129,CUST_11438_PI416261804,80858,LOC150197,uncharacterized LOC150197,150197.0,22,12,3702,0.0032414910858995136,True,False
1013128,CUST_5489_PI416261804,79464,OTOL1,otolin 1,131149.0,3,9,3702,0.0024311183144246355,True,False
1013127,CUST_596_PI416379584,90303,C3orf43,chromosome 3 open reading frame 43,255798.0,3,32,3702,0.00864397622906537,True,False
1013126,CUST_8293_PI416261804,80904,AC013402.2,uncharacterized LOC150568,150568.0,2,1995,3702,0.5388978930307942,True,True
1013125,CUST_16623_PI416261804,6,NAT1,N-acetyltransferase 1 (arylamine N-acetyltransferase),9.0,8,60,3702,0.01620745542949757,True,False
1013124,CUST_9709_PI416261804,22751,TTC39A,tetratricopeptide repeat domain 39A,22996.0,1,3171,3702,0.8565640194489466,True,True
1013123,A_24_P277211,3249,HRH1,histamine receptor H1,3269.0,3,1947,3702,0.5259319286871961,True,True
1013122,CUST_10397_PI416261804,26034,ARFGAP3,ADP-ribosylation factor GTPase activating protein 3,26286.0,22,3468,3702,0.9367909238249594,True,True
1013121,CUST_11728_PI416261804,28838,RNASEN,"drosha, ribonuclease type III",29102.0,5,3698,3702,0.9989195029713668,True,True
1013120,CUST_13626_PI416261804,551,AVPR2,arginine vasopressin receptor 2,554.0,X,3700,3702,0.9994597514856834,True,True
1013119,CUST_3885_PI416261804,1001492,CUST_3885_PI416261804,AGILENT probe CUST_3885_PI416261804 (non-RefSeq),,,1664,3702,0.44948676391139925,True,False
1013118,CUST_12028_PI416261804,90807,SVIP,small VCP/p97-interacting protein,258010.0,11,3697,3702,0.9986493787142086,True,True
1013117,CUST_640_PI417507815,1001491,LOC100131225,hypothetical LOC100131225,100131225.0,7,419,3702,0.11318206374932469,True,False
1013116,CUST_13774_PI416261804,33214,SLCO1C1,"solute carrier organic anion transporter family, member 1C1",53919.0,12,2032,3702,0.548892490545651,True,True
1013115,CUST_17077_PI416261804,3980,LMO2,LIM domain only 2 (rhombotin-like 1),4005.0,11,2972,3702,0.8028092922744462,True,True
1013114,CUST_374_PI416261804,36774,KIAA1257,KIAA1257,57501.0,3,1651,3702,0.4459751485683414,True,False
1013113,CUST_8281_PI416261804,152391,FLJ40292,uncharacterized LOC643210,643210.0,9,8,3702,0.0021609940572663426,True,False
1013112,A_32_P142128,124921,BMS1P5,BMS1 pseudogene 5,399761.0,10,3504,3702,0.946515397082658,True,True
1013111,CUST_3592_PI416261804,170278,AP000679.1,uncharacterized LOC729173,729173.0,11,3254,3702,0.8789843327930849,True,True
1013110,CUST_875_PI416261804,23377,RUSC1,RUN and SH3 domain containing 1,23623.0,1,3106,3702,0.8390059427336575,True,True
1013109,A_23_P436266,1001488,A_23_P436266,AGILENT probe A_23_P436266 (non-RefSeq),,,3350,3702,0.9049162614802809,True,True
1013108,CUST_1169_PI417557136,2539,GABRA2,"gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555.0,4,3695,3702,0.998109130199892,True,True
1013107,CUST_2749_PI416261804,181242,LOC729317,voltage-dependent anion channel 2 pseudogene,729317.0,2,3676,3702,0.9929767693138843,True,True
1013106,CUST_3283_PI416261804,35026,VPS35,vacuolar protein sorting 35 homolog (S. cerevisiae),55737.0,16,3699,3702,0.9991896272285251,True,True
1013105,A_23_P23564,1001485,A_23_P23564,AGILENT probe A_23_P23564 (non-RefSeq),,,105,3702,0.028363047001620744,True,False
1013104,CUST_13674_PI416261804,83600,HTR3D,"5-hydroxytryptamine (serotonin) receptor 3D, ionotropic",200909.0,3,32,3702,0.00864397622906537,True,False
1013103,CUST_14745_PI416261804,8451,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",8517.0,X,1995,3702,0.5388978930307942,True,True
1013102,CUST_592_PI417507815,55841,FAM106A,"family with sequence similarity 106, member A",80039.0,17,2756,3702,0.744462452728255,True,True
1013101,CUST_7634_PI416261804,34968,LIMS2,LIM and senescent cell antigen-like domains 2,55679.0,2,1132,3702,0.30578065910318747,True,False
1013100,A_23_P17192,10911,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4,11069.0,2,3697,3702,0.9986493787142086,True,True
1013099,A_32_P11894,60063,C12orf65,chromosome 12 open reading frame 65,91574.0,12,3700,3702,0.9994597514856834,True,True
1013098,CUST_8032_PI416261804,1001481,CUST_8032_PI416261804,AGILENT probe CUST_8032_PI416261804 (non-RefSeq),,,3309,3702,0.8938411669367909,True,True
1013097,CUST_13024_PI416261804,40731,PARVG,"parvin, gamma",64098.0,22,196,3702,0.05294435440302539,True,False
1013096,CUST_3255_PI416261804,1016756,LOC100133775,similar to Chromosome 7 open reading frame 28B,100133775.0,Un,3550,3702,0.9589411129119395,True,True
1013095,CUST_4452_PI416261804,94874,H2BFM,"H2B histone family, member M",286436.0,X,16,3702,0.004321988114532685,True,False
1013094,A_23_P64070,93855,SLC25A45,"solute carrier family 25, member 45",283130.0,11,548,3702,0.14802809292274446,True,False
1013093,CUST_14715_PI416261804,790,CALB2,calbindin 2,794.0,16,3588,3702,0.9692058346839546,True,True
1013092,CUST_16619_PI416261804,6,NAT1,N-acetyltransferase 1 (arylamine N-acetyltransferase),9.0,8,86,3702,0.023230686115613183,True,False
1013091,CUST_4382_PI416261804,25536,DGCR9,DiGeorge syndrome critical region gene 9,25787.0,22,166,3702,0.044840626688276604,True,False
1013090,A_24_P385376,31091,DPH5,DPH5 homolog (S. cerevisiae),51611.0,1,3412,3702,0.9216639654240951,True,True
1013089,CUST_308_PI416261804,109965,SLC35F4,"solute carrier family 35, member F4",341880.0,14,1647,3702,0.44489465153970825,True,False
1013088,CUST_312_PI417507815,1003469,LOC100132955,similar to Putative uncharacterized protein C21orf15,100132955.0,9,594,3702,0.16045380875202594,True,False
1013087,CUST_10762_PI416261804,55841,FAM106A,"family with sequence similarity 106, member A",80039.0,17,2932,3702,0.7920043219881145,True,True
1013086,CUST_5601_PI416261804,110123,SH3RF3,SH3 domain containing ring finger 3,344558.0,2,2041,3702,0.5513236088600756,True,True
1013085,CUST_6543_PI416261804,59673,A2LD1,AIG2-like domain 1,87769.0,13,9,3702,0.0024311183144246355,True,False
1013084,CUST_8858_PI416261804,119465,FAM111B,"family with sequence similarity 111, member B",374393.0,11,19,3702,0.005132360886007563,True,False
1013082,CUST_611_PI417507815,1001474,LOC100129848,hypothetical LOC100129848,100129848.0,8,3700,3702,0.9994597514856834,True,True
1013081,CUST_1536_PI416261804,36740,HHATL,hedgehog acyltransferase-like,57467.0,3,2775,3702,0.7495948136142626,True,True
1013080,A_24_P221668,181543,LOC729915,putative POM121-like protein 1,729915.0,5,3403,3702,0.9192328471096705,True,True
1013079,A_24_P942441,9243,NRXN1,neurexin 1,9378.0,2,3637,3702,0.9824419232847109,True,True
1013078,CUST_16563_PI416261804,5133,PDK3,"pyruvate dehydrogenase kinase, isozyme 3",5165.0,X,3690,3702,0.9967585089141004,True,True
1013077,CUST_3799_PI416261804,85642,LRRC63,leucine rich repeat containing 63,220416.0,13,748,3702,0.20205294435440302,True,False
1013076,CUST_15024_PI416261804,2302,FLNC,"filamin C, gamma",2318.0,7,640,3702,0.1728795245813074,True,False
1013075,A_24_P751074,2098,ETS1,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian),2113.0,11,317,3702,0.08562938951917883,True,False
1013074,CUST_13820_PI416261804,76897,C21orf88,chromosome 21 open reading frame 88,114041.0,21,409,3702,0.11048082117774176,True,False
1013073,CUST_11457_PI416261804,28811,RP5-1068E13.3,uncharacterized LOC29075,29075.0,20,23,3702,0.006212857914640735,True,False
1013072,CUST_5067_PI416261804,34973,C9orf86,"RAB, member RAS oncogene family-like 6",55684.0,9,2534,3702,0.684494867639114,True,True
1013071,CUST_6055_PI416261804,81037,C3orf55,chromosome 3 open reading frame 55,152078.0,3,296,3702,0.07995678011885467,True,False
1013070,A_24_P548453,1418,CRYZ,"crystallin, zeta (quinone reductase)",1429.0,1,3413,3702,0.9219340896812533,True,True
1013069,A_24_P246196,10186,CLEC4M,"C-type lectin domain family 4, member M",10332.0,19,36,3702,0.009724473257698542,True,False
1013068,A_32_P116857,30423,PDE11A,phosphodiesterase 11A,50940.0,2,3352,3702,0.9054565099945975,True,True
1013065,A_24_P556937,1022208,LOC100293158,"similar to phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",100293158.0,9,185,3702,0.04997298757428417,True,False
1013064,CUST_11883_PI416261804,134293,LINC00602,long intergenic non-protein coding RNA 602,441177.0,6,1125,3702,0.3038897893030794,True,False
1013063,CUST_13399_PI416261804,5953,RFC5,"replication factor C (activator 1) 5, 36.5kDa",5985.0,12,3417,3702,0.9230145867098866,True,True
1013062,CUST_14494_PI416261804,8798,SPHK1,sphingosine kinase 1,8877.0,17,1835,3702,0.49567801188546734,True,False
1013061,A_24_P58944,90305,SDHAP1,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1",255812.0,3,3665,3702,0.9900054024851431,True,True
1013060,CUST_5495_PI416261804,181988,GPR89C,G protein-coupled receptor 89C,728932.0,1,3694,3702,0.9978390059427337,True,True
1013059,A_23_P167121,2539,GABRA2,"gamma-aminobutyric acid (GABA) A receptor, alpha 2",2555.0,4,3670,3702,0.9913560237709347,True,True
1013058,CUST_13405_PI416261804,5953,RFC5,"replication factor C (activator 1) 5, 36.5kDa",5985.0,12,3346,3702,0.9038357644516477,True,True
1013057,CUST_8597_PI416261804,8757,TMEM11,transmembrane protein 11,8834.0,17,107,3702,0.02890329551593733,True,False
1013056,CUST_9086_PI416261804,6563,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",6603.0,17,2274,3702,0.6142625607779578,True,True
