gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
SUPT16H,1046483,A_24_P153800,11038,suppressor of Ty 16 homolog (S. cerevisiae),11198.0,14,0.9991896272285251,3699,3702
SUPT3H,1049680,CUST_13603_PI416261804,8403,suppressor of Ty 3 homolog (S. cerevisiae),8464.0,6,0.9991896272285251,3699,3702
SUPT4H1,1051033,A_23_P163942,6787,suppressor of Ty 4 homolog 1 (S. cerevisiae),6827.0,17,0.9997298757428417,3701,3702
SUPT5H,1017584,A_23_P27840,6789,suppressor of Ty 5 homolog (S. cerevisiae),6829.0,19,0.9994597514856834,3700,3702
SUPT6H,1051030,A_23_P141479,6790,suppressor of Ty 6 homolog (S. cerevisiae),6830.0,17,0.9983792544570502,3696,3702
SUPT7L,1048039,A_23_P210091,9769,suppressor of Ty 7 (S. cerevisiae)-like,9913.0,2,0.9986493787142086,3697,3702
SUPV3L1,1051028,A_23_P63847,6792,"suppressor of var1, 3-like 1 (S. cerevisiae)",6832.0,10,0.9983792544570502,3696,3702
SURF1,1051024,A_23_P20648,6794,surfeit 1,6834.0,9,0.9983792544570502,3696,3702
SURF2,1051023,CUST_13536_PI416261804,6795,surfeit 2,6835.0,9,1.0,3702,3702
SURF4,1051021,A_23_P32052,6796,surfeit 4,6836.0,9,0.9997298757428417,3701,3702
SURF6,1051018,A_24_P21447,6798,surfeit 6,6838.0,9,0.9513776337115073,3522,3702
SUSD1,1039852,A_23_P216610,41018,sushi domain containing 1,64420.0,9,0.9692058346839546,3588,3702
SUSD2,1041292,A_23_P314101,35521,sushi domain containing 2,56241.0,22,0.9827120475418692,3638,3702
SUSD3,1033370,A_23_P401076,83733,sushi domain containing 3,203328.0,9,0.973257698541329,3603,3702
SUSD4,1042345,A_24_P259607,34350,sushi domain containing 4,55061.0,1,0.97784981091302,3620,3702
SUSD5,1018054,A_24_P238131,25781,sushi domain containing 5,26032.0,3,0.8527822798487305,3157,3702
SUV39H1,1051016,A_23_P422193,6799,suppressor of variegation 3-9 homolog 1 (Drosophila),6839.0,X,0.8217179902755267,3042,3702
SUV39H2,1039031,A_23_P202392,55526,suppressor of variegation 3-9 homolog 2 (Drosophila),79723.0,10,0.9073473797947056,3359,3702
SUV420H1,1043752,A_23_P217968,30593,suppressor of variegation 4-20 homolog 1 (Drosophila),51111.0,11,0.9448946515397083,3498,3702
SUV420H2,1037363,A_23_P430044,58980,suppressor of variegation 4-20 homolog 2 (Drosophila),84787.0,19,0.6253376553214479,2315,3702
SUZ12,1045627,A_32_P24223,23267,suppressor of zeste 12 homolog (Drosophila),23512.0,17,0.9994597514856834,3700,3702
SV2A,1048051,A_23_P23728,9756,synaptic vesicle glycoprotein 2A,9900.0,1,0.9997298757428417,3701,3702
SV2B,1022843,A_23_P100022,9755,synaptic vesicle glycoprotein 2B,9899.0,15,0.9970286331712588,3691,3702
SV2C,1025369,CUST_882_PI416379584,22742,synaptic vesicle glycoprotein 2C,22987.0,5,0.9702863317125878,3592,3702
SVEP1,1019482,A_23_P216596,55789,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",79987.0,9,0.842247433819557,3118,3702
SVIP,1013118,CUST_12028_PI416261804,90807,small VCP/p97-interacting protein,258010.0,11,0.9986493787142086,3697,3702
SVOP,1041852,A_23_P112982,34819,SV2 related protein homolog (rat),55530.0,12,0.9975688816855753,3693,3702
SWAP70,1046045,CUST_1959_PI416261804,22830,SWAP switching B-cell complex 70kDa subunit,23075.0,11,0.9994597514856834,3700,3702
SYAP1,1036428,A_23_P83939,60703,synapse associated protein 1,94056.0,X,0.9937871420853592,3679,3702
SYCE1,1012655,CUST_12018_PI416261804,60278,synaptonemal complex central element protein 1,93426.0,10,0.802539168017288,2971,3702
SYCN,1016282,A_24_P39928,110017,syncollin,342898.0,19,0.6866558616963804,2542,3702
SYCP2,1047478,A_24_P333644,10241,synaptonemal complex protein 2,10388.0,20,0.608860075634792,2254,3702
SYCP2L,1022818,CUST_5229_PI416261804,85786,synaptonemal complex protein 2-like,221711.0,6,0.9810913019989195,3632,3702
SYDE1,1037097,CUST_1989_PI416261804,59530,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",85360.0,19,0.9940572663425176,3680,3702
SYDE2,1020371,A_24_P915300,58355,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",84144.0,1,0.7450027012425716,2758,3702
SYF2,1045168,A_23_P45756,25698,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",25949.0,1,0.9997298757428417,3701,3702
SYK,1020259,A_23_P9255,6810,spleen tyrosine kinase,6850.0,9,0.7687736358725014,2846,3702
SYMPK,1049933,CUST_854_PI416379584,8138,symplekin,8189.0,19,0.9994597514856834,3700,3702
SYN1,1022623,A_23_P500824,6813,synapsin I,6853.0,X,0.9997298757428417,3701,3702
SYN2,1024419,A_23_P109812,6814,synapsin II,6854.0,3,0.9927066450567261,3675,3702
SYN3,1020071,CUST_621_PI416408490,8172,synapsin III,8224.0,22,0.9351701782820098,3462,3702
SYNCRIP,1019654,A_24_P791515,10345,"synaptotagmin binding, cytoplasmic RNA interacting protein",10492.0,6,0.9994597514856834,3700,3702
SYNE1,1024160,A_24_P410453,23100,"spectrin repeat containing, nuclear envelope 1",23345.0,6,0.9994597514856834,3700,3702
SYNE2,1025451,A_24_P68311,22979,"spectrin repeat containing, nuclear envelope 2",23224.0,14,0.919773095623987,3405,3702
SYNGAP1,1024735,A_24_P9346,8754,synaptic Ras GTPase activating protein 1,8831.0,6,0.9675850891410048,3582,3702
SYNGR1,1030951,CUST_4774_PI416261804,9022,synaptogyrin 1,9145.0,22,0.9978390059427337,3694,3702
SYNGR2,1023688,A_24_P366526,9021,synaptogyrin 2,9144.0,17,0.9997298757428417,3701,3702
SYNGR3,1048930,A_23_P88909,9020,synaptogyrin 3,9143.0,16,0.9802809292274446,3629,3702
SYNGR4,1045576,A_23_P164927,23300,synaptogyrin 4,23546.0,19,0.9997298757428417,3701,3702
SYNJ1,1014689,A_23_P102884,8789,synaptojanin 1,8867.0,21,0.9967585089141004,3690,3702
SYNJ2,1026173,A_23_P316974,8792,synaptojanin 2,8871.0,6,0.9983792544570502,3696,3702
SYNJ2BP,1041968,A_23_P65357,34622,synaptojanin 2 binding protein,55333.0,14,0.9991896272285251,3699,3702
SYNM,1045807,CUST_7005_PI416261804,23091,"synemin, intermediate filament protein",23336.0,15,0.9991896272285251,3699,3702
SYNPO,1020107,A_24_P405992,11181,synaptopodin,11346.0,5,0.9991896272285251,3699,3702
SYNPO2,1029761,CUST_780_PI416379584,82227,synaptopodin 2,171024.0,4,0.9881145326850351,3658,3702
SYNPO2L,1038794,CUST_938_PI416261804,55735,synaptopodin 2-like,79933.0,10,0.662344678552134,2452,3702
SYNPR,1010567,A_23_P80718,79506,synaptoporin,132204.0,3,0.9859535386277688,3650,3702
SYP,1029957,CUST_629_PI416408490,6815,synaptophysin,6855.0,X,0.9986493787142086,3697,3702
SYPL1,1027556,A_23_P93881,6816,synaptophysin-like 1,6856.0,7,0.9910858995137763,3669,3702
SYPL2,1021543,CUST_537_PI416573500,94353,synaptophysin-like 2,284612.0,1,0.9875742841707186,3656,3702
SYS1,1030812,CUST_394_PI416261804,59863,SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae),90196.0,20,0.9970286331712588,3691,3702
SYT1,1014201,A_23_P36795,6817,synaptotagmin I,6857.0,12,0.9986493787142086,3697,3702
SYT10,1031929,A_23_P13866,109937,synaptotagmin X,341359.0,12,0.7144786601836844,2645,3702
SYT11,1045916,A_23_P12018,22963,synaptotagmin XI,23208.0,1,0.9994597514856834,3700,3702
SYT12,1036706,A_23_P421306,60082,synaptotagmin XII,91683.0,11,0.9991896272285251,3699,3702
SYT13,1040540,A_23_P161659,36859,synaptotagmin XIII,57586.0,11,0.9972987574284171,3692,3702
SYT14,1020203,A_24_P402415,90311,synaptotagmin XIV,255928.0,1,0.9273365748244192,3433,3702
SYT15,1029284,A_24_P100535,58083,synaptotagmin XV,83849.0,10,0.9500270124257159,3517,3702
SYT16,1038023,CUST_635_PI416408490,58085,synaptotagmin XVI,83851.0,14,0.8187466234467855,3031,3702
SYT17,1043121,A_23_P163697,31240,synaptotagmin XVII,51760.0,16,0.9959481361426256,3687,3702
SYT2,1015395,A_23_P104098,79247,synaptotagmin II,127833.0,1,0.8417071853052404,3116,3702
SYT3,1010809,A_23_P55917,58468,synaptotagmin III,84258.0,19,0.9986493787142086,3697,3702
SYT4,1051007,A_23_P208030,6820,synaptotagmin IV,6860.0,18,0.9956780118854673,3686,3702
SYT5,1021857,A_24_P373877,6821,synaptotagmin V,6861.0,19,0.9967585089141004,3690,3702
SYT6,1021194,A_23_P398947,80700,synaptotagmin VI,148281.0,1,0.9759589411129119,3613,3702
SYT7,1049026,CUST_1631_PI416261804,8944,synaptotagmin VII,9066.0,11,0.9365207995678012,3467,3702
SYT9,1034837,A_24_P343736,80310,synaptotagmin IX,143425.0,11,0.9916261480280929,3671,3702
SYTL2,1042619,A_23_P53193,34132,synaptotagmin-like 2,54843.0,11,0.9978390059427337,3694,3702
SYTL3,1023594,A_23_P168188,60765,synaptotagmin-like 3,94120.0,6,0.7474338195569962,2767,3702
SYTL4,1011305,A_24_P122337,60766,synaptotagmin-like 4,94121.0,X,0.6412749864937871,2374,3702
SYTL5,1069922,A_24_P14776,60767,synaptotagmin-like 5,94122.0,X,0.6593733117233928,2441,3702
SYVN1,1030097,A_24_P381224,58648,"synovial apoptosis inhibitor 1, synoviolin",84447.0,11,0.9975688816855753,3693,3702
T,1051005,A_24_P63642,6822,"T, brachyury homolog (mouse)",6862.0,6,0.9924365207995678,3674,3702
TAAR2,1048768,A_23_P70733,9154,trace amine associated receptor 2,9287.0,6,0.9097784981091303,3368,3702
TAAR5,1049053,A_23_P255968,8918,trace amine associated receptor 5,9038.0,6,0.9978390059427337,3694,3702
TAAR8,1038128,CUST_1975_PI416261804,57794,trace amine associated receptor 8,83551.0,6,0.968665586169638,3586,3702
TAC1,1029250,CUST_2039_PI417557136,6823,"tachykinin, precursor 1",6863.0,7,0.9502971366828741,3518,3702
TAC3,1026566,CUST_646_PI416408490,6826,tachykinin 3,6866.0,12,0.8457590491626148,3131,3702
TAC4,1032874,A_23_P374310,90243,tachykinin 4 (hemokinin),255061.0,17,0.6002160994057266,2222,3702
TACC1,1020690,A_23_P60047,6827,"transforming, acidic coiled-coil containing protein 1",6867.0,8,0.9994597514856834,3700,3702
TACC2,1028415,CUST_5823_PI416261804,10432,"transforming, acidic coiled-coil containing protein 2",10579.0,10,0.9824419232847109,3637,3702
TACC3,1047387,A_23_P212844,10313,"transforming, acidic coiled-coil containing protein 3",10460.0,4,0.666936790923825,2469,3702
TACO1,1043644,CUST_301_PI416261804,30686,translational activator of mitochondrially encoded cytochrome c oxidase I,51204.0,17,0.9735278227984873,3604,3702
TACR2,1051001,A_23_P24135,6825,tachykinin receptor 2,6865.0,10,0.9346299297676931,3460,3702
TADA1L,1035994,CUST_15344_PI416261804,78439,transcriptional adaptor 1,117143.0,1,0.9972987574284171,3692,3702
TADA2B,1019928,A_23_P396541,60298,transcriptional adaptor 2B,93624.0,4,0.9462452728254998,3503,3702
TADA2L,1050996,CUST_5826_PI416261804,6831,transcriptional adaptor 2A,6871.0,17,0.9991896272285251,3699,3702
TADA3L,1047365,A_23_P109821,10327,transcriptional adaptor 3,10474.0,3,0.9994597514856834,3700,3702
TAF1,1023326,A_32_P192615,6832,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa",6872.0,X,1.0,3702,3702
TAF10,1050980,A_23_P203463,6841,"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa",6881.0,11,0.9994597514856834,3700,3702
TAF11,1050979,CUST_5559_PI416261804,6842,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa",6882.0,6,0.998109130199892,3695,3702
TAF12,1011749,CUST_10182_PI416261804,6843,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa",6883.0,1,0.9991896272285251,3699,3702
TAF13,1026143,A_23_P35148,6844,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa",6884.0,1,0.9991896272285251,3699,3702
TAF15,1049950,A_23_P159305,8097,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",8148.0,17,0.9959481361426256,3687,3702
TAF1A,1049090,A_23_P74663,8896,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa",9015.0,1,0.9719070772555376,3598,3702
TAF1B,1049093,CUST_6952_PI416261804,8895,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa",9014.0,2,0.9940572663425176,3680,3702
TAF1C,1049094,A_23_P163546,8894,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa",9013.0,16,0.9994597514856834,3700,3702
TAF1D,1039358,A_24_P261383,54940,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa",79101.0,11,0.9991896272285251,3699,3702
TAF1L,1035064,A_23_P419850,79744,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like",138474.0,9,0.995407887628309,3685,3702
TAF2,1050991,A_24_P385119,6833,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",6873.0,8,0.9978390059427337,3694,3702
TAF3,1012906,A_32_P153892,58094,"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa",83860.0,10,0.9997298757428417,3701,3702
TAF4,1050990,CUST_10422_PI416261804,6834,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa",6874.0,20,0.973257698541329,3603,3702
TAF4B,1019780,A_23_P95718,6835,"TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa",6875.0,18,0.9670448406266883,3580,3702
TAF5,1050984,A_23_P52311,6837,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa",6877.0,10,0.6585629389519179,2438,3702
TAF5L,1027175,CUST_4752_PI416261804,26842,"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",27097.0,1,0.9851431658562939,3647,3702
TAF6,1030302,A_23_P122876,6838,"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa",6878.0,7,0.9997298757428417,3701,3702
TAF6L,1047144,A_23_P47541,10482,"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa",10629.0,11,0.8122636412749865,3007,3702
TAF7,1050982,A_23_P81248,6839,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa",6879.0,5,0.9994597514856834,3700,3702
TAF8,1035380,A_23_P133807,79386,"TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa",129685.0,6,0.7371690977849811,2729,3702
TAF9,1025358,CUST_3715_PI416261804,6840,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa",6880.0,5,0.9983792544570502,3696,3702
TAF9B,1043246,A_23_P254790,31096,"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa",51616.0,X,0.9994597514856834,3700,3702
TAGLN,1050987,A_23_P87011,6836,transgelin,6876.0,11,0.9916261480280929,3671,3702
TAGLN2,1049738,A_23_P74138,8349,transgelin 2,8407.0,1,0.9994597514856834,3700,3702
TAGLN3,1044281,A_23_P80817,28850,transgelin 3,29114.0,3,0.990815775256618,3668,3702
TAL1,1050977,A_24_P345314,6846,T-cell acute lymphocytic leukemia 1,6886.0,1,0.9829821717990276,3639,3702
TAL2,1050975,CUST_11847_PI416261804,6847,T-cell acute lymphocytic leukemia 2,6887.0,9,0.8965424095083738,3319,3702
TALDO1,1050971,A_32_P18258,6848,transaldolase 1,6888.0,11,0.9994597514856834,3700,3702
TANC1,1015691,A_23_P388400,59616,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",85461.0,2,0.9975688816855753,3693,3702
TANC2,1020392,A_23_P218346,25864,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",26115.0,17,0.9943273905996759,3681,3702
TANK,1030785,CUST_13176_PI416261804,9866,TRAF family member-associated NFKB activator,10010.0,2,0.9994597514856834,3700,3702
TAOK1,1040582,A_23_P38457,36824,TAO kinase 1,57551.0,17,1.0,3702,3702
TAOK2,1025324,A_23_P218269,9209,TAO kinase 2,9344.0,16,0.9991896272285251,3699,3702
TAOK3,1043482,A_24_P104174,30828,TAO kinase 3,51347.0,12,0.9994597514856834,3700,3702
TAP1,1025025,A_23_P59005,6850,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",6890.0,6,0.9972987574284171,3692,3702
TAP2,1030530,A_23_P214444,6851,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",6891.0,6,0.6285791464073474,2327,3702
TAPBP,1050967,A_23_P365719,6852,TAP binding protein (tapasin),6892.0,6,0.9989195029713668,3698,3702
TAPBPL,1042320,A_23_P36700,34369,TAP binding protein-like,55080.0,12,0.8122636412749865,3007,3702
TAPT1,1033424,A_23_P301372,83671,transmembrane anterior posterior transformation 1,202018.0,4,0.998109130199892,3695,3702
TARBP1,1050964,A_23_P52058,6854,TAR (HIV-1) RNA binding protein 1,6894.0,1,0.9943273905996759,3681,3702
TARBP2,1050961,A_23_P87603,6855,TAR (HIV-1) RNA binding protein 2,6895.0,12,0.9656942193408968,3575,3702
TARDBP,1045705,A_32_P234935,23190,TAR DNA binding protein,23435.0,1,0.9994597514856834,3700,3702
TARM1,1018608,CUST_779_PI416573500,134896,"T cell-interacting, activating receptor on myeloid cells 1",441864.0,19,0.9540788762830902,3532,3702
TARS,1050959,A_23_P70168,6857,threonyl-tRNA synthetase,6897.0,5,0.9972987574284171,3692,3702
TARS2,1038576,A_23_P553,56023,"threonyl-tRNA synthetase 2, mitochondrial (putative)",80222.0,1,0.9986493787142086,3697,3702
TARSL2,1035753,CUST_7836_PI416261804,78948,threonyl-tRNA synthetase-like 2,123283.0,15,0.9975688816855753,3693,3702
TAS1R1,1038415,A_23_P160890,56606,"taste receptor, type 1, member 1",80835.0,1,0.9975688816855753,3693,3702
TAS2R10,1043939,A_23_P64888,30326,"taste receptor, type 2, member 10",50839.0,12,0.8527822798487305,3157,3702
TAS2R13,1043942,CUST_850_PI416261804,30325,"taste receptor, type 2, member 13",50838.0,12,0.6339816315505132,2347,3702
TAS2R14,1043937,A_23_P105495,30327,"taste receptor, type 2, member 14",50840.0,12,0.9827120475418692,3638,3702
TAS2R20,1032704,CUST_12577_PI416261804,92059,"taste receptor, type 2, member 20",259295.0,12,0.5218800648298217,1932,3702
TAS2R30,1010498,CUST_1171_PI416379584,92057,"taste receptor, type 2, member 30",259293.0,12,0.9967585089141004,3690,3702
TAS2R31,1032712,CUST_12595_PI416261804,92054,"taste receptor, type 2, member 31",259290.0,12,0.9948676391139925,3683,3702
TAS2R39,1032720,CUST_854_PI416261804,92049,"taste receptor, type 2, member 39",259285.0,7,0.7396002160994057,2738,3702
TAS2R4,1043953,CUST_5727_PI416261804,30319,"taste receptor, type 2, member 4",50832.0,7,0.5407887628309023,2002,3702
TAS2R43,1032714,CUST_12594_PI416261804,92053,"taste receptor, type 2, member 43",259289.0,12,0.9940572663425176,3680,3702
TAS2R45,1032710,CUST_6698_PI416261804,92055,"taste receptor, type 2, member 45",259291.0,12,0.9978390059427337,3694,3702
TAS2R48,1032706,A_23_P340312,92058,"taste receptor, type 2, member 19",259294.0,12,0.7671528903295516,2840,3702
TAS2R5,1042948,CUST_646_PI416261804,33720,"taste receptor, type 2, member 5",54429.0,7,0.9397622906537006,3479,3702
TAS2R50,1032702,CUST_12915_PI416261804,92060,"taste receptor, type 2, member 50",259296.0,12,0.8411669367909238,3114,3702
TAS2R60,1032093,A_23_P367013,109409,"taste receptor, type 2, member 60",338398.0,7,0.6515397082658023,2412,3702
TASP1,1041780,A_23_P120557,34906,"taspase, threonine aspartase, 1",55617.0,20,0.9532685035116153,3529,3702
TAT,1050957,A_24_P330633,6858,tyrosine aminotransferase,6898.0,16,0.7890329551593733,2921,3702
TATDN1,1011959,A_32_P224911,58157,TatD DNase domain containing 1,83940.0,8,0.98892490545651,3661,3702
TATDN2,1029614,A_24_P592318,9653,TatD DNase domain containing 2,9797.0,3,0.9970286331712588,3691,3702
TATDN3,1019797,A_23_P23522,79284,TatD DNase domain containing 3,128387.0,1,0.9929767693138843,3676,3702
TAX1BP1,1049201,CUST_13041_PI416261804,8808,Tax1 (human T-cell leukemia virus type I) binding protein 1,8887.0,7,1.0,3702,3702
TAX1BP3,1044034,A_23_P38468,29842,Tax1 (human T-cell leukemia virus type I) binding protein 3,30851.0,17,0.8703403565640194,3222,3702
TAZ,1029180,CUST_12272_PI416261804,6861,tafazzin,6901.0,X,0.9983792544570502,3696,3702
TBC1D1,1045906,A_23_P73023,22971,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",23216.0,4,0.9972987574284171,3692,3702
TBC1D10A,1037995,A_23_P166421,58108,"TBC1 domain family, member 10A",83874.0,22,0.9783900594273366,3622,3702
TBC1D10B,1045127,A_23_P22382,25749,"TBC1 domain family, member 10B",26000.0,16,0.9994597514856834,3700,3702
TBC1D10C,1031656,A_24_P392201,119467,"TBC1 domain family, member 10C",374403.0,11,0.8392760669908158,3107,3702
TBC1D12,1015005,A_24_P6494,22987,"TBC1 domain family, member 12",23232.0,10,0.9945975148568341,3682,3702
TBC1D13,1042775,A_23_P94660,33953,"TBC1 domain family, member 13",54662.0,9,0.9997298757428417,3701,3702
TBC1D14,1016432,A_23_P155828,36806,"TBC1 domain family, member 14",57533.0,4,0.9991896272285251,3699,3702
TBC1D15,1020538,A_23_P139558,41359,"TBC1 domain family, member 15",64786.0,12,0.9986493787142086,3697,3702
