gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
EIF2A,1037939,A_23_P44932,58156,"eukaryotic translation initiation factor 2A, 65kDa",83939.0,3,0.9978390059427337,3694,3702
EIF2AK1,1019850,A_23_P251173,26847,eukaryotic translation initiation factor 2-alpha kinase 1,27102.0,7,0.9994597514856834,3700,3702
EIF2AK2,1018927,A_23_P142750,5578,eukaryotic translation initiation factor 2-alpha kinase 2,5610.0,2,0.9997298757428417,3701,3702
EIF2AK3,1048574,A_23_P135857,9314,eukaryotic translation initiation factor 2-alpha kinase 3,9451.0,2,0.7876823338735819,2916,3702
EIF2AK4,1025442,CUST_8176_PI416261804,133458,eukaryotic translation initiation factor 2 alpha kinase 4,440275.0,15,0.9975688816855753,3693,3702
EIF2B1,1057326,A_23_P105313,1954,"eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa",1967.0,12,0.9983792544570502,3696,3702
EIF2B2,1049196,A_23_P25929,8813,"eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa",8892.0,14,0.9997298757428417,3701,3702
EIF2B3,1049198,A_23_P115046,8812,"eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa",8891.0,1,0.9989195029713668,3698,3702
EIF2B4,1021775,A_23_P154058,8811,"eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa",8890.0,2,0.9219340896812533,3413,3702
EIF2B5,1049194,A_23_P110062,8814,"eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa",8893.0,3,0.9294975688816856,3441,3702
EIF2C1,1044831,A_23_P11764,26271,"eukaryotic translation initiation factor 2C, 1",26523.0,1,0.9991896272285251,3699,3702
EIF2C2,1044603,A_23_P112159,26906,"eukaryotic translation initiation factor 2C, 2",27161.0,8,0.9989195029713668,3698,3702
EIF2C3,1029083,A_23_P97021,82977,"eukaryotic translation initiation factor 2C, 3",192669.0,1,0.9991896272285251,3699,3702
EIF2C4,1033635,A_23_P23171,82978,"eukaryotic translation initiation factor 2C, 4",192670.0,1,0.995407887628309,3685,3702
EIF2S1,1057330,A_24_P138556,1952,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",1965.0,14,0.9386817936250675,3475,3702
EIF2S2,1049192,A_32_P206751,8815,"eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa",8894.0,20,0.9916261480280929,3671,3702
EIF2S3,1057325,A_23_P137031,1955,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa",1968.0,X,0.9994597514856834,3700,3702
EIF3A,1049466,A_23_P86550,8592,"eukaryotic translation initiation factor 3, subunit A",8661.0,10,0.9994597514856834,3700,3702
EIF3B,1049463,A_23_P157072,8593,"eukaryotic translation initiation factor 3, subunit B",8662.0,7,0.9991896272285251,3699,3702
EIF3CL,1016267,A_23_P77568,168155,"eukaryotic translation initiation factor 3, subunit C-like",728689.0,16,0.9994597514856834,3700,3702
EIF3D,1049459,A_23_P91699,8595,"eukaryotic translation initiation factor 3, subunit D",8664.0,22,0.9994597514856834,3700,3702
EIF3E,1054976,A_24_P206427,3621,"eukaryotic translation initiation factor 3, subunit E",3646.0,8,0.9994597514856834,3700,3702
EIF3F,1049456,A_24_P395042,8596,"eukaryotic translation initiation factor 3, subunit F",8665.0,11,0.9994597514856834,3700,3702
EIF3G,1049454,A_23_P38887,8597,"eukaryotic translation initiation factor 3, subunit G",8666.0,19,0.9994597514856834,3700,3702
EIF3H,1049451,A_23_P9061,8598,"eukaryotic translation initiation factor 3, subunit H",8667.0,8,1.0,3702,3702
EIF3I,1049449,A_23_P85560,8599,"eukaryotic translation initiation factor 3, subunit I",8668.0,1,0.9994597514856834,3700,3702
EIF3IP1,1021856,CUST_612_PI417507815,135641,"eukaryotic translation initiation factor 3, subunit I pseudogene 1",442720.0,7,0.9359805510534847,3465,3702
EIF3J,1049447,A_23_P54297,8600,"eukaryotic translation initiation factor 3, subunit J",8669.0,15,0.9997298757428417,3701,3702
EIF3K,1044473,A_23_P90264,27080,"eukaryotic translation initiation factor 3, subunit K",27335.0,19,0.9994597514856834,3700,3702
EIF3L,1043437,A_32_P76399,30867,"eukaryotic translation initiation factor 3, subunit L",51386.0,22,0.9994597514856834,3700,3702
EIF3M,1047355,A_24_P138361,10333,"eukaryotic translation initiation factor 3, subunit M",10480.0,11,0.9994597514856834,3700,3702
EIF3S8,1011785,A_23_P77572,8594,"eukaryotic translation initiation factor 3, subunit C",8663.0,16,0.9994597514856834,3700,3702
EIF4A1,1057317,A_23_P137103,1958,eukaryotic translation initiation factor 4A1,1973.0,17,0.9994597514856834,3700,3702
EIF4A1P4,1017329,A_24_P255654,171090,eukaryotic translation initiation factor 4A1 pseudogene 4,728698.0,12,0.9702863317125878,3592,3702
EIF4A1P6,1015676,CUST_408_PI417507815,123859,eukaryotic translation initiation factor 4A1 pseudogene 6,390407.0,13,0.9986493787142086,3697,3702
EIF4A2,1057314,A_32_P110751,1959,eukaryotic translation initiation factor 4A2,1974.0,3,0.9997298757428417,3701,3702
EIF4A3,1048165,A_23_P141636,9631,eukaryotic translation initiation factor 4A3,9775.0,17,0.9972987574284171,3692,3702
EIF4B,1014648,A_32_P34186,1960,eukaryotic translation initiation factor 4B,1975.0,12,0.9994597514856834,3700,3702
EIF4BP3,1012059,A_24_P67258,1014352,eukaryotic translation initiation factor 4B pseudogene 3,100128771.0,9,0.913290113452188,3381,3702
EIF4E,1012857,A_32_P203300,1962,eukaryotic translation initiation factor 4E,1977.0,4,0.9986493787142086,3697,3702
EIF4E1B,1010421,CUST_671_PI416379584,90105,eukaryotic translation initiation factor 4E family member 1B,253314.0,5,0.7898433279308482,2924,3702
EIF4E2,1048554,A_23_P165722,9330,eukaryotic translation initiation factor 4E family member 2,9470.0,2,0.9986493787142086,3697,3702
EIF4E3,1012662,A_32_P99648,105958,eukaryotic translation initiation factor 4E family member 3,317649.0,3,0.9927066450567261,3675,3702
EIF4EBP1,1057308,A_23_P22224,1963,eukaryotic translation initiation factor 4E binding protein 1,1978.0,8,0.9943273905996759,3681,3702
EIF4EBP2,1057304,A_23_P115922,1964,eukaryotic translation initiation factor 4E binding protein 2,1979.0,10,0.9994597514856834,3700,3702
EIF4ENIF1,1041230,A_23_P132263,35758,eukaryotic translation initiation factor 4E nuclear import factor 1,56478.0,22,0.9989195029713668,3698,3702
EIF4G1,1025241,A_23_P218892,1966,"eukaryotic translation initiation factor 4 gamma, 1",1981.0,3,0.9846029173419774,3645,3702
EIF4G2,1021132,A_23_P104892,1967,"eukaryotic translation initiation factor 4 gamma, 2",1982.0,11,1.0,3702,3702
EIF4G3,1049445,A_23_P126241,8603,"eukaryotic translation initiation factor 4 gamma, 3",8672.0,1,1.0,3702,3702
EIF4H,1050367,A_24_P149390,7415,eukaryotic translation initiation factor 4H,7458.0,7,0.9827120475418692,3638,3702
EIF5,1057301,A_24_P415959,1968,eukaryotic translation initiation factor 5,1983.0,14,0.9994597514856834,3700,3702
EIF5A,1018980,A_24_P31235,1969,eukaryotic translation initiation factor 5A,1984.0,17,0.9991896272285251,3699,3702
EIF5A2,1041208,A_24_P380022,35927,eukaryotic translation initiation factor 5A2,56648.0,3,0.9937871420853592,3679,3702
EIF5AL1,1010409,CUST_1697_PI416261804,80301,eukaryotic translation initiation factor 5A-like 1,143244.0,10,0.9878444084278768,3657,3702
EIF5B,1048294,A_23_P218608,9525,eukaryotic translation initiation factor 5B,9669.0,2,0.9943273905996759,3681,3702
EIF6,1027998,A_23_P210939,3667,eukaryotic translation initiation factor 6,3692.0,20,0.9994597514856834,3700,3702
ELAC1,1041863,A_23_P15944,34809,elaC homolog 1 (E. coli),55520.0,18,0.9570502431118314,3543,3702
ELAC2,1040183,A_23_P38254,37988,elaC homolog 2 (E. coli),60528.0,17,0.9994597514856834,3700,3702
ELANE,1057296,CUST_16507_PI416261804,1976,"elastase, neutrophil expressed",1991.0,19,0.815505132360886,3019,3702
ELAVL1,1057288,A_32_P200165,1979,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",1994.0,19,0.9994597514856834,3700,3702
ELAVL2,1057291,A_23_P94571,1978,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",1993.0,9,0.968665586169638,3586,3702
ELAVL3,1057286,A_23_P319626,1980,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",1995.0,19,0.9927066450567261,3675,3702
ELAVL4,1018886,A_24_P188447,1981,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",1996.0,1,0.9873041599135602,3655,3702
ELF1,1057284,A_23_P2801,1982,E74-like factor 1 (ets domain transcription factor),1997.0,13,0.5159373311723393,1910,3702
ELF2,1030936,CUST_10285_PI416261804,1983,E74-like factor 2 (ets domain transcription factor),1998.0,4,0.9983792544570502,3696,3702
ELF4,1010376,A_24_P340066,1985,E74-like factor 4 (ets domain transcription factor),2000.0,X,0.5453808752025932,2019,3702
ELK1,1012769,A_23_P171054,1987,"ELK1, member of ETS oncogene family",2002.0,X,0.5621285791464073,2081,3702
ELK4,1025278,CUST_14695_PI416261804,1990,"ELK4, ETS-domain protein (SRF accessory protein 1)",2005.0,1,0.9991896272285251,3699,3702
ELL,1049937,A_23_P16537,8127,elongation factor RNA polymerase II,8178.0,19,0.9962182603997839,3688,3702
ELL2,1046153,A_23_P58506,22691,"elongation factor, RNA polymerase II, 2",22936.0,5,0.9994597514856834,3700,3702
ELL3,1038564,A_23_P3237,56038,elongation factor RNA polymerase II-like 3,80237.0,15,0.5089141004862237,1884,3702
ELMO1,1022286,A_23_P122937,9700,engulfment and cell motility 1,9844.0,7,0.995407887628309,3685,3702
ELMO2,1023093,A_24_P322635,40559,engulfment and cell motility 2,63916.0,20,0.9975688816855753,3693,3702
ELMO3,1038977,A_23_P140830,55570,engulfment and cell motility 3,79767.0,16,0.6504592112371691,2408,3702
ELMOD1,1016256,A_23_P401774,34820,ELMO/CED-12 domain containing 1,55531.0,11,0.9962182603997839,3688,3702
ELMOD3,1016287,A_23_P154256,58384,ELMO/CED-12 domain containing 3,84173.0,2,0.9962182603997839,3688,3702
ELN,1013903,A_24_P186943,1991,elastin,2006.0,7,0.8344138303619665,3089,3702
ELOF1,1037629,CUST_914_PI416261804,58547,elongation factor 1 homolog (S. cerevisiae),84337.0,19,0.9991896272285251,3699,3702
ELOVL1,1039690,A_23_P23380,41397,ELOVL fatty acid elongase 1,64834.0,1,0.9689357104267964,3587,3702
ELOVL2,1042552,CUST_11087_PI416261804,34187,ELOVL fatty acid elongase 2,54898.0,6,0.9978390059427337,3694,3702
ELOVL4,1051063,CUST_8656_PI416261804,6745,ELOVL fatty acid elongase 4,6785.0,6,0.9986493787142086,3697,3702
ELOVL5,1040215,A_23_P156497,37941,ELOVL fatty acid elongase 5,60481.0,6,0.9991896272285251,3699,3702
ELOVL6,1018920,A_23_P7361,54911,ELOVL fatty acid elongase 6,79071.0,4,0.9964883846569422,3689,3702
ELOVL7,1014431,A_24_P32473,55795,ELOVL fatty acid elongase 7,79993.0,5,0.9781199351701783,3621,3702
ELP2,1042089,A_23_P78438,34539,elongation protein 2 homolog (S. cerevisiae),55250.0,18,0.9994597514856834,3700,3702
ELP3,1042252,A_23_P43034,34429,elongation protein 3 homolog (S. cerevisiae),55140.0,8,0.9972987574284171,3692,3702
ELP4,1044792,A_23_P24623,26357,elongation protein 4 homolog (S. cerevisiae),26610.0,11,0.9986493787142086,3697,3702
ELTD1,1014052,CUST_5901_PI416261804,40756,"EGF, latrophilin and seven transmembrane domain containing 1",64123.0,1,0.5189086980010805,1921,3702
EMB,1020465,A_24_P511877,79558,embigin,133418.0,5,0.9972987574284171,3692,3702
EMC3,1041526,A_23_P69218,35119,ER membrane protein complex subunit 3,55831.0,3,0.9994597514856834,3700,3702
EMCN,1020266,A_23_P382065,31185,endomucin,51705.0,4,0.9502971366828741,3518,3702
EMD,1057280,A_23_P85171,1995,emerin,2010.0,X,0.965964343598055,3576,3702
EME1,1034646,A_24_P181585,80570,essential meiotic endonuclease 1 homolog 1 (S. pombe),146956.0,17,0.9913560237709347,3670,3702
EME2,1030209,CUST_486_PI416573500,83474,essential meiotic endonuclease 1 homolog 2 (S. pombe),197342.0,16,0.9994597514856834,3700,3702
EMG1,1047407,A_23_P87759,10289,EMG1 nucleolar protein homolog (S. cerevisiae),10436.0,12,0.9994597514856834,3700,3702
EMID1,1035400,A_24_P14634,79364,EMI domain containing 1,129080.0,22,0.9159913560237709,3391,3702
EMID2,1035127,A_23_P134627,79665,EMI domain containing 2,136227.0,7,0.5402485143165856,2000,3702
EMILIN1,1019362,A_23_P165848,10958,elastin microfibril interfacer 1,11117.0,2,0.9913560237709347,3670,3702
EMILIN2,1037907,A_23_P27315,58250,elastin microfibril interfacer 2,84034.0,18,0.9800108049702864,3628,3702
EML1,1023182,A_23_P205746,1994,echinoderm microtubule associated protein like 1,2009.0,14,0.995407887628309,3685,3702
EML2,1045388,A_23_P101297,23890,echinoderm microtubule associated protein like 2,24139.0,19,0.9770394381415451,3617,3702
EML3,1032808,A_23_P127793,90347,echinoderm microtubule associated protein like 3,256364.0,11,0.8052404105888709,2981,3702
EML4,1015283,A_24_P273413,27180,echinoderm microtubule associated protein like 4,27436.0,2,0.9994597514856834,3700,3702
EML5,1067834,A_24_P270452,81508,echinoderm microtubule associated protein like 5,161436.0,14,0.942733657482442,3490,3702
EML6,1022664,CUST_2655_PI416261804,125368,echinoderm microtubule associated protein like 6,400954.0,2,0.9211237169097785,3410,3702
EMP1,1057278,A_23_P76488,1997,epithelial membrane protein 1,2012.0,12,0.9729875742841707,3602,3702
EMP2,1057275,A_23_P106682,1998,epithelial membrane protein 2,2013.0,16,0.9994597514856834,3700,3702
EMP3,1057274,CUST_10569_PI416261804,1999,epithelial membrane protein 3,2014.0,19,0.9629929767693138,3565,3702
EMX1,1057269,A_23_P315122,2001,empty spiracles homeobox 1,2016.0,2,0.9994597514856834,3700,3702
EMX2,1057265,A_23_P44264,2003,empty spiracles homeobox 2,2018.0,10,0.8338735818476499,3087,3702
EMX2OS,1021769,A_24_P892472,83391,EMX2 opposite strand/antisense RNA (non-protein coding),196047.0,10,0.9713668287412209,3596,3702
EN2,1057260,A_23_P134433,2005,engrailed homeobox 2,2020.0,7,0.9994597514856834,3700,3702
ENAH,1027797,A_23_P51397,35029,enabled homolog (Drosophila),55740.0,1,1.0,3702,3702
ENC1,1049631,A_23_P213424,8441,ectodermal-neural cortex 1 (with BTB-like domain),8507.0,5,0.9986493787142086,3697,3702
ENDOD1,1010874,A_23_P104624,22807,endonuclease domain containing 1,23052.0,11,0.9994597514856834,3700,3702
ENDOG,1057257,A_23_P83266,2006,endonuclease G,2021.0,9,0.9937871420853592,3679,3702
ENG,1018816,A_23_P83328,2007,endoglin,2022.0,9,0.8298217179902755,3072,3702
ENGASE,1021285,A_23_P152583,41346,endo-beta-N-acetylglucosaminidase,64772.0,17,0.9972987574284171,3692,3702
ENHO,1031565,CUST_8710_PI416261804,119604,energy homeostasis associated,375704.0,9,0.9991896272285251,3699,3702
ENKUR,1033302,A_24_P215240,85550,"enkurin, TRPC channel interacting protein",219670.0,10,0.9813614262560778,3633,3702
ENO1,1057255,A_24_P105501,2008,"enolase 1, (alpha)",2023.0,1,0.9994597514856834,3700,3702
ENO2,1057253,CUST_15875_PI416261804,2011,"enolase 2 (gamma, neuronal)",2026.0,12,0.9997298757428417,3701,3702
ENO3,1024235,A_23_P130149,2012,"enolase 3 (beta, muscle)",2027.0,17,0.9724473257698542,3600,3702
ENOPH1,1040343,A_23_P121806,37292,enolase-phosphatase 1,58478.0,4,0.9975688816855753,3693,3702
ENOSF1,1041841,A_23_P15906,34845,enolase superfamily member 1,55556.0,18,0.9983792544570502,3696,3702
ENOX1,1016609,A_23_P128574,34357,ecto-NOX disulfide-thiol exchanger 1,55068.0,13,0.9727174500270124,3601,3702
ENOX2,1047332,A_24_P391468,10348,ecto-NOX disulfide-thiol exchanger 2,10495.0,X,0.986223662884927,3651,3702
ENPP1,1053250,A_23_P156880,5135,ectonucleotide pyrophosphatase/phosphodiesterase 1,5167.0,6,0.87817396002161,3251,3702
ENPP2,1053247,CUST_14963_PI416261804,5136,ectonucleotide pyrophosphatase/phosphodiesterase 2,5168.0,8,0.9983792544570502,3696,3702
ENPP4,1026568,A_23_P70318,22631,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative),22875.0,6,0.9989195029713668,3698,3702
ENPP5,1040284,CUST_1145_PI416261804,37644,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative),59084.0,6,0.9989195029713668,3698,3702
ENPP6,1035225,A_23_P121813,79549,ectonucleotide pyrophosphatase/phosphodiesterase 6,133121.0,4,0.777687736358725,2879,3702
ENPP7,1032051,A_23_P10640,109636,ectonucleotide pyrophosphatase/phosphodiesterase 7,339221.0,17,0.7015126958400865,2597,3702
ENSA,1023479,A_23_P200901,2014,endosulfine alpha,2029.0,1,1.0,3702,3702
ENTPD2,1029731,A_23_P395365,949,ectonucleoside triphosphate diphosphohydrolase 2,954.0,9,0.9800108049702864,3628,3702
ENTPD3,1058442,A_23_P212469,951,ectonucleoside triphosphate diphosphohydrolase 3,956.0,3,0.9656942193408968,3575,3702
ENTPD4,1019252,A_23_P216017,9441,ectonucleoside triphosphate diphosphohydrolase 4,9583.0,8,0.9532685035116153,3529,3702
ENTPD5,1058440,A_23_P117580,952,ectonucleoside triphosphate diphosphohydrolase 5,957.0,14,0.9681253376553215,3584,3702
ENTPD6,1018835,A_23_P79999,950,ectonucleoside triphosphate diphosphohydrolase 6 (putative),955.0,20,0.9994597514856834,3700,3702
ENTPD7,1040877,A_23_P86623,36367,ectonucleoside triphosphate diphosphohydrolase 7,57089.0,10,0.6377633711507293,2361,3702
ENY2,1041071,A_23_P82748,36222,enhancer of yellow 2 homolog (Drosophila),56943.0,8,0.9994597514856834,3700,3702
EP300,1057249,A_24_P7887,2018,E1A binding protein p300,2033.0,22,0.9819016747703944,3635,3702
EP400,1040493,A_23_P421465,36907,E1A binding protein p400,57634.0,12,0.9989195029713668,3698,3702
EPAS1,1057246,A_23_P210210,2019,endothelial PAS domain protein 1,2034.0,2,0.9994597514856834,3700,3702
EPB41,1027708,A_23_P160359,2020,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)",2035.0,1,0.9621826039978391,3562,3702
EPB41L1,1026445,A_23_P154806,2021,erythrocyte membrane protein band 4.1-like 1,2036.0,20,1.0,3702,3702
EPB41L2,1019225,A_23_P134109,2022,erythrocyte membrane protein band 4.1-like 2,2037.0,6,0.9983792544570502,3696,3702
EPB41L3,1045995,A_23_P4536,22891,erythrocyte membrane protein band 4.1-like 3,23136.0,18,0.9994597514856834,3700,3702
EPB41L4A,1040012,A_24_P257579,40730,erythrocyte membrane protein band 4.1 like 4A,64097.0,5,0.9616423554835224,3560,3702
EPB41L4A-AS1,1011146,CUST_7209_PI416261804,77631,EPB41L4A antisense RNA 1 (non-protein coding),114915.0,5,0.9994597514856834,3700,3702
EPB41L4B,1042807,A_24_P89987,33857,erythrocyte membrane protein band 4.1 like 4B,54566.0,9,0.9802809292274446,3629,3702
EPB41L5,1040474,A_24_P944640,36942,erythrocyte membrane protein band 4.1 like 5,57669.0,2,0.8854673149648838,3278,3702
EPB49,1013760,CUST_16225_PI416261804,2024,erythrocyte membrane protein band 4.9 (dematin),2039.0,8,0.9794705564559697,3626,3702
EPC1,1038526,A_23_P46725,56115,enhancer of polycomb homolog 1 (Drosophila),80314.0,10,0.9997298757428417,3701,3702
EPC2,1045018,A_23_P359738,25871,enhancer of polycomb homolog 2 (Drosophila),26122.0,2,0.9967585089141004,3690,3702
EPCAM,1054460,A_23_P91081,4047,epithelial cell adhesion molecule,4072.0,2,0.9173419773095624,3396,3702
EPDR1,1019640,A_24_P166613,34038,ependymin related protein 1 (zebrafish),54749.0,7,0.9994597514856834,3700,3702
EPHA1,1057244,CUST_15023_PI416261804,2026,EPH receptor A1,2041.0,7,0.6488384656942193,2402,3702
EPHA3,1026698,CUST_16340_PI416261804,2027,EPH receptor A3,2042.0,3,0.7658022690437601,2835,3702
EPHA4,1057240,A_23_P108501,2028,EPH receptor A4,2043.0,2,0.9994597514856834,3700,3702
EPHA5,1025052,A_23_P147839,2029,EPH receptor A5,2044.0,4,0.958400864397623,3548,3702
EPHA6,1010303,CUST_831_PI416379584,94508,EPH receptor A6,285220.0,3,0.9900054024851431,3665,3702
EPHA7,1057236,A_23_P7835,2030,EPH receptor A7,2045.0,6,0.8916801728795246,3301,3702
EPHA8,1025766,CUST_14040_PI416261804,2031,EPH receptor A8,2046.0,1,0.8101026472177202,2999,3702
EPHB1,1057232,A_23_P166993,2032,EPH receptor B1,2047.0,3,0.9756888168557536,3612,3702
EPHB2,1029982,CUST_14148_PI416261804,2033,EPH receptor B2,2048.0,1,0.9859535386277688,3650,3702
EPHB3,1057230,A_23_P95060,2034,EPH receptor B3,2049.0,3,0.9203133441383036,3407,3702
EPHB6,1057226,A_23_P145935,2036,EPH receptor B6,2051.0,7,0.9665045921123717,3578,3702
EPHX1,1057224,A_23_P34537,2037,"epoxide hydrolase 1, microsomal (xenobiotic)",2052.0,1,0.9983792544570502,3696,3702
EPHX2,1057222,A_23_P8834,2038,"epoxide hydrolase 2, cytoplasmic",2053.0,8,0.9994597514856834,3700,3702
EPHX3,1015974,A_23_P119593,55655,epoxide hydrolase 3,79852.0,19,0.9994597514856834,3700,3702
EPHX4,1032968,A_23_P43898,90091,epoxide hydrolase 4,253152.0,1,0.9051863857374393,3351,3702
EPM2A,1026614,CUST_12780_PI416261804,7911,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",7957.0,6,0.9994597514856834,3700,3702
EPM2AIP1,1048096,A_23_P415622,9708,EPM2A (laforin) interacting protein 1,9852.0,3,0.9991896272285251,3699,3702
EPN1,1044177,A_23_P384072,29657,epsin 1,29924.0,19,0.8776337115072933,3249,3702
EPN2,1014867,CUST_786_PI416261804,22661,epsin 2,22905.0,17,0.9994597514856834,3700,3702
EPN3,1019519,A_24_P102343,34329,epsin 3,55040.0,17,0.8649378714208535,3202,3702
EPOR,1057212,A_23_P381954,2042,erythropoietin receptor,2057.0,19,0.9413830361966504,3485,3702
EPRS,1057210,A_23_P97632,2043,glutamyl-prolyl-tRNA synthetase,2058.0,1,0.9989195029713668,3698,3702
EPS15,1057207,A_23_P202,2045,epidermal growth factor receptor pathway substrate 15,2060.0,1,0.9991896272285251,3699,3702
EPS15L1,1040306,CUST_5500_PI416261804,37327,epidermal growth factor receptor pathway substrate 15-like 1,58513.0,19,0.9994597514856834,3700,3702
EPS8,1057208,A_23_P136347,2044,epidermal growth factor receptor pathway substrate 8,2059.0,12,0.9991896272285251,3699,3702
EPS8L2,1039715,A_23_P147822,41360,EPS8-like 2,64787.0,11,0.9154511075094544,3389,3702
EPSTI1,1036401,A_23_P105794,60872,epithelial stromal interaction 1 (breast),94240.0,13,0.5405186385737439,2001,3702
ERAL1,1044884,A_23_P71981,26032,Era G-protein-like 1 (E. coli),26284.0,17,0.9689357104267964,3587,3702
ERAP1,1021755,A_23_P167452,31232,endoplasmic reticulum aminopeptidase 1,51752.0,5,0.8938411669367909,3309,3702
ERAP2,1020013,A_23_P30243,40800,endoplasmic reticulum aminopeptidase 2,64167.0,5,0.893030794165316,3306,3702
ERAS,1055476,CUST_4997_PI416261804,3246,ES cell expressed Ras,3266.0,X,0.9900054024851431,3665,3702
ERBB2,1023838,A_23_P89249,2049,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",2064.0,17,0.9994597514856834,3700,3702
ERBB2IP,1025778,A_23_P30175,35201,erbb2 interacting protein,55914.0,5,0.9991896272285251,3699,3702
ERBB3,1024216,A_23_P349416,2050,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),2065.0,12,0.910588870880605,3371,3702
ERBB4,1021361,A_32_P183765,2051,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),2066.0,2,0.9997298757428417,3701,3702
ERC1,1015407,A_24_P181178,22840,ELKS/RAB6-interacting/CAST family member 1,23085.0,12,0.9994597514856834,3700,3702
ERC2,1045068,A_24_P374759,25808,ELKS/RAB6-interacting/CAST family member 2,26059.0,3,0.9975688816855753,3693,3702
ERC2-IT1,1011501,A_23_P18055,707,ERC2 intronic transcript 1 (non-protein coding),711.0,3,0.9921663965424095,3673,3702
ERCC1,1057201,A_23_P107701,2052,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)",2067.0,19,0.9986493787142086,3697,3702
ERCC2,1016575,A_24_P401990,2053,"excision repair cross-complementing rodent repair deficiency, complementation group 2",2068.0,19,0.9978390059427337,3694,3702
ERCC3,1057195,A_23_P5325,2056,"excision repair cross-complementing rodent repair deficiency, complementation group 3",2071.0,2,0.9697460831982712,3590,3702
ERCC4,1057193,A_32_P65061,2057,"excision repair cross-complementing rodent repair deficiency, complementation group 4",2072.0,16,0.9303079416531604,3444,3702
ERCC5,1027777,A_23_P117225,2058,"excision repair cross-complementing rodent repair deficiency, complementation group 5",2073.0,13,0.9994597514856834,3700,3702
ERCC6,1057191,CUST_15353_PI416261804,2059,"excision repair cross-complementing rodent repair deficiency, complementation group 6",2074.0,10,0.9781199351701783,3621,3702
ERCC8,1058178,CUST_352_PI417507815,1152,"excision repair cross-complementing rodent repair deficiency, complementation group 8",1161.0,5,0.9719070772555376,3598,3702
ERF,1057188,A_23_P4679,2062,Ets2 repressor factor,2077.0,19,0.7563479200432199,2800,3702
ERG,1014660,A_23_P57323,2063,v-ets erythroblastosis virus E26 oncogene homolog (avian),2078.0,21,0.9238249594813615,3420,3702
ERGIC1,1025826,A_23_P333218,36498,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,57222.0,5,0.9994597514856834,3700,3702
ERGIC2,1043546,A_23_P139509,30771,ERGIC and golgi 2,51290.0,12,0.995407887628309,3685,3702
ERGIC3,1030253,A_24_P216308,31094,ERGIC and golgi 3,51614.0,20,0.9948676391139925,3683,3702
ERH,1057186,A_23_P128734,2064,enhancer of rudimentary homolog (Drosophila),2079.0,14,0.9994597514856834,3700,3702
ERI1,1036867,A_23_P123466,59917,exoribonuclease 1,90459.0,8,0.7898433279308482,2924,3702
ERI2,1020366,CUST_8805_PI416261804,76592,ERI1 exoribonuclease family member 2,112479.0,16,0.9894651539708266,3663,3702
ERI3,1025074,A_32_P155416,54873,ERI1 exoribonuclease family member 3,79033.0,1,0.9943273905996759,3681,3702
ERICH1,1034160,A_23_P368366,81308,glutamate-rich 1,157697.0,8,0.9902755267423015,3666,3702
ERICH1-AS1,1021784,CUST_3356_PI416261804,165418,ERICH1 antisense RNA 1 (non-protein coding),619343.0,8,0.5380875202593193,1992,3702
ERLEC1P1,1016591,A_32_P134427,1002745,endoplasmic reticulum lectin 1 pseudogene 1,100288870.0,21,0.6404646137223122,2371,3702
ERLIN1,1068232,A_23_P202029,10466,ER lipid raft associated 1,10613.0,10,0.9991896272285251,3699,3702
ERLIN2,1027221,A_23_P123440,11001,ER lipid raft associated 2,11160.0,8,0.9964883846569422,3689,3702
ERMN,1025994,A_23_P102017,36744,"ermin, ERM-like protein",57471.0,2,0.9983792544570502,3696,3702
ERMP1,1025824,A_23_P169154,55758,endoplasmic reticulum metallopeptidase 1,79956.0,9,0.9824419232847109,3637,3702
ERN2,1047195,A_23_P49310,10448,endoplasmic reticulum to nucleus signaling 2,10595.0,16,0.9084278768233387,3363,3702
ERO1L,1044085,A_23_P106145,29734,ERO1-like (S. cerevisiae),30001.0,14,0.9989195029713668,3698,3702
