gene_symbol,number_of_available_probes,number_of_reliable_probes,best_detection_rate
C16ORF46,2,0,0.3965424095083738
C16ORF54,2,0,0.06482982171799027
C16ORF65,2,0,0.008914100486223663
C16ORF71,2,0,0.2884927066450567
C16ORF73,1,0,0.31361426256077796
C16ORF78,2,0,0.3843868179362507
C16ORF82,1,0,0.11642355483522421
C16ORF90,2,0,0.4770394381415451
C17ORF103,1,0,0.3379254457050243
C17ORF47,2,0,0.0024311183144246355
C17ORF53,2,0,0.15937331172339275
C17ORF57,2,0,0.21772015126958402
C17ORF64,2,0,0.031334413830361965
C17ORF66,2,0,0.04267963263101027
C17ORF78,2,0,0.07212317666126418
C17ORF98,2,0,0.00945434900054025
C17ORF99,1,0,0.016747703943814155
C18ORF15,1,0,0.1952998379254457
C18ORF24,2,0,0.031604538087520256
C18ORF26,2,0,0.05186385737439222
C18ORF34,3,0,0.05726634251755808
C18ORF62,2,0,0.022960561858454888
C19ORF15,3,0,0.23176661264181522
C19ORF21,2,0,0.09616423554835224
C19ORF26,2,0,0.29119394921663966
C19ORF31,1,0,0.03889789303079417
C19ORF34,2,0,0.020529443544030253
C19ORF41,2,0,0.21312803889789303
C19ORF45,2,0,0.022960561858454888
C19ORF51,2,0,0.1393841166936791
C19ORF59,2,0,0.03565640194489465
C19ORF67,2,0,0.016477579686655863
C19ORF69,2,0,0.14505672609400325
C19ORF71,2,0,0.051323608860075635
C19ORF75,2,0,0.005132360886007563
C1ORF105,2,0,0.008373851971907077
C1ORF106,2,0,0.03943814154511075
C1ORF110,2,0,0.075634792004322
C1ORF111,2,0,0.04970286331712588
C1ORF116,2,0,0.028092922744462453
C1ORF125,3,0,0.08400864397622906
C1ORF126,1,0,0.04294975688816856
C1ORF127,2,0,0.20151269584008644
C1ORF129,2,0,0.007293354943273906
C1ORF130,2,0,0.04538087520259319
C1ORF14,2,0,0.056185845488924906
C1ORF141,2,0,0.013236088600756347
C1ORF145,3,0,0.353322528363047
C1ORF146,2,0,0.004592112371690978
C1ORF150,2,0,0.07806591031874663
C1ORF157,2,0,0.02404105888708806
C1ORF168,2,0,0.15316045380875204
C1ORF177,2,0,0.4627228525121556
C1ORF180,2,0,0.011885467314964884
C1ORF185,2,0,0.018098325229605618
C1ORF186,2,0,0.04781199351701783
C1ORF189,2,0,0.030253916801728797
C1ORF192,2,0,0.2784981091301999
C1ORF203,4,0,0.3017287952458131
C1ORF227,3,0,0.04349000540248514
C1ORF49,2,0,0.018638573743922204
C1ORF62,3,0,0.01242571582928147
C1ORF65,2,0,0.4413830361966505
C1ORF68,2,0,0.0715829281469476
C1ORF81,2,0,0.02782279848730416
C1ORF87,2,0,0.0675310642895732
C1ORF89,2,0,0.33360345759049165
C1ORF92,2,0,0.04321988114532685
C1QL4,2,0,0.37412209616423553
C1QTNF1,2,0,0.37817396002160997
C1QTNF7,2,0,0.34764991896272285
C1QTNF8,2,0,0.17071853052404107
C1QTNF9,1,0,0.023500810372771474
C20ORF114,2,0,0.0037817396002160996
C20ORF118,2,0,0.03808752025931929
C20ORF123,2,0,0.010264721772015126
C20ORF151,2,0,0.15532144786601837
C20ORF152,2,0,0.00675310642895732
C20ORF166,2,0,0.15289032955159373
C20ORF173,2,0,0.050243111831442464
C20ORF175,3,0,0.35170178282009723
C20ORF185,2,0,0.23527822798487305
C20ORF186,2,0,0.006212857914640735
C20ORF197,2,0,0.13398163155051324
C20ORF200,2,0,0.2825499729875743
C20ORF203,2,0,0.1882766072393301
C20ORF70,2,0,0.007023230686115613
C20ORF71,3,0,0.005672609400324149
C20ORF78,2,0,0.16261480280929227
C20ORF79,2,0,0.007563479200432199
C20ORF85,2,0,0.293354943273906
C21ORF116,1,0,0.006482982171799027
C21ORF29,2,0,0.018638573743922204
C21ORF37,1,0,0.17693138843868178
C21ORF54,2,0,0.21312803889789303
C21ORF7,2,0,0.00675310642895732
C21ORF90,3,0,0.021609940572663425
C22ORF24,2,0,0.37385197190707725
C22ORF26,2,0,0.14910858995137763
C22ORF31,1,0,0.06807131280388978
C22ORF33,2,0,0.016477579686655863
C22ORF42,2,0,0.1458670988654781
C22ORF45,2,0,0.29065370070232305
C2ORF16,2,0,0.02593192868719611
C2ORF48,2,0,0.27903835764451645
C2ORF51,2,0,0.10021609940572664
C2ORF53,2,0,0.015667206915180983
C2ORF61,2,0,0.11237169097784981
C2ORF62,2,0,0.49081577525661807
C2ORF65,2,0,0.06509994597514857
C2ORF66,2,0,0.05969746083198271
C2ORF71,2,0,0.08698001080497028
C2ORF78,2,0,0.007563479200432199
C2ORF83,2,0,0.09157212317666126
C2ORF90,2,0,0.002971366828741221
C3ORF16,2,0,0.025121555915721232
C3ORF20,2,0,0.2855213398163155
C3ORF24,2,0,0.004862236628849271
C3ORF27,2,0,0.195569962182604
C3ORF30,2,0,0.0037817396002160996
C3ORF36,2,0,0.01350621285791464
C3ORF43,2,0,0.00864397622906537
C3ORF44,2,0,0.10886007563479201
C3ORF45,2,0,0.3241491085899514
C3ORF48,1,0,0.027552674230145867
C3ORF49,2,0,0.031064289573203674
C3ORF52,2,0,0.05375472717450027
C3ORF55,4,0,0.21961102106969205
C3ORF77,2,0,0.04403025391680173
C3P1,2,0,0.018638573743922204
C4BPA,2,0,0.10750945434900054
C4ORF17,2,0,0.022690437601296597
C4ORF26,2,0,0.24689357104267964
C4ORF35,2,0,0.023500810372771474
C4ORF36,2,0,0.42166396542409507
C4ORF37,2,0,0.41247974068071314
C4ORF38,3,0,0.2576985413290113
C4ORF40,2,0,0.039978390059427334
C4ORF45,2,0,0.47028633171258777
C4ORF46,2,0,0.06969205834683954
C4ORF6,2,0,0.19367909238249595
C4ORF7,2,0,0.04700162074554295
C5AR1,2,0,0.19611021069692058
C5ORF20,2,0,0.08346839546191248
C5ORF34,2,0,0.21474878444084278
C5ORF38,2,0,0.40329551593733115
C5ORF46,2,0,0.23797947055645596
C5ORF47,2,0,0.02971366828741221
C5ORF48,2,0,0.09184224743381955
C5ORF50,4,0,0.02025931928687196
C5ORF52,2,0,0.019989195029713667
C6,2,0,0.015667206915180983
C6ORF10,3,0,0.1620745542949757
C6ORF103,2,0,0.029173419773095625
C6ORF105,2,0,0.4848730415991356
C6ORF123,2,0,0.012965964343598054
C6ORF132,2,0,0.0937331172339276
C6ORF141,3,0,0.4929767693138844
C6ORF146,2,0,0.0526742301458671
C6ORF167,4,0,0.47163695299837927
C6ORF191,2,0,0.462182603997839
C6ORF195,2,0,0.03646677471636953
C6ORF205,2,0,0.011075094543490005
C6ORF208,2,0,0.41085899513776336
C6ORF221,2,0,0.1720691518098325
C6ORF222,2,0,0.17098865478119935
C6ORF223,2,0,0.025391680172879523
C6ORF227,2,0,0.030253916801728797
C6ORF25,3,0,0.10048622366288493
C6ORF58,2,0,0.015667206915180983
C6ORF61,2,0,0.33765532144786603
C6ORF81,2,0,0.03079416531604538
C6ORF91,2,0,0.029983792544570502
C6ORF94,2,0,0.007833603457590491
C7ORF31,2,0,0.3857374392220421
C7ORF33,2,0,0.012695840086439762
C7ORF45,2,0,0.025661804430037818
C7ORF58,3,0,0.12830902215018908
C7ORF62,2,0,0.48892490545651
C7ORF65,2,0,0.022960561858454888
C7ORF66,2,0,0.011075094543490005
C7ORF69,2,0,0.020529443544030253
C8A,2,0,0.03538627768773636
C8B,1,0,0.021339816315505133
C8ORF22,2,0,0.05564559697460832
C8ORF39,2,0,0.18908698001080498
C8ORF45,4,0,0.07320367368989736
C8ORF48,3,0,0.3797947055645597
C8ORF51,2,0,0.1012965964343598
C8ORF54,1,0,0.037007023230686116
C8ORF66,1,0,0.004051863857374392
C8ORF71,2,0,0.020799567801188548
C8ORF75,2,0,0.015667206915180983
C8ORF77,2,0,0.15153970826580226
C8ORF84,2,0,0.22366288492706646
C8ORF86,2,0,0.2144786601836845
C9,2,0,0.002971366828741221
C9ORF11,2,0,0.18557536466774716
C9ORF128,2,0,0.009184224743381956
C9ORF135,2,0,0.1396542409508374
C9ORF152,2,0,0.05348460291734198
C9ORF153,2,0,0.14748784440842788
C9ORF171,2,0,0.18935710426796326
C9ORF43,2,0,0.09805510534846029
C9ORF47,2,0,0.00945434900054025
C9ORF53,2,0,0.19421934089681253
C9ORF57,2,0,0.041058887088060506
C9ORF66,2,0,0.02593192868719611
C9ORF71,2,0,0.13452188006482982
C9ORF79,2,0,0.23230686115613183
C9ORF84,3,0,0.010264721772015126
C9ORF96,2,0,0.1315505132360886
CA3,2,0,0.06266882766072393
CA6,3,0,0.011075094543490005
CA9,2,0,0.10642895732036736
CACNA1S,3,0,0.04267963263101027
CACNA2D4,3,0,0.32225823878984333
CACNG5,3,0,0.30902215018908696
CAGE1,3,0,0.3082117774176121
CALCB,1,0,0.228795245813074
CALCR,2,0,0.22042139384116693
CALHM3,2,0,0.46866558616963805
CALR3,2,0,0.023500810372771474
CAMP,2,0,0.09346299297676931
CAPN11,2,0,0.008914100486223663
CAPN14,2,0,0.2839005942733657
CAPN6,2,0,0.007563479200432199
CAPN8,3,0,0.19962182603997838
CAPN9,3,0,0.10345759049162614
CAPSL,2,0,0.4024851431658563
CAPZA3,2,0,0.009994597514856833
CARD11,2,0,0.1647757968665586
CARD18,2,0,0.013236088600756347
CASC5,2,0,0.009724473257698542
CASP12,2,0,0.17017828200972449
CASP14,2,0,0.06131820637493247
CASQ2,2,0,0.3541329011345219
CASR,2,0,0.09832522960561858
CASS4,2,0,0.2717450027012426
CATSPER1,2,0,0.045650999459751485
CATSPER3,2,0,0.28417071853052406
CATSPER4,2,0,0.13992436520799567
CATSPERB,2,0,0.009184224743381956
CAV3,2,0,0.012965964343598054
CBLC,3,0,0.26823338735818475
CBLN3,2,0,0.19421934089681253
CBWD6,1,0,0.3684494867639114
CBX3P2,1,0,0.007023230686115613
CBX8,2,0,0.4319286871961102
CBY3,2,0,0.18665586169638035
CCBE1,2,0,0.3249594813614263
CCDC105,2,0,0.09211237169097786
CCDC116,2,0,0.06861156131820638
CCDC129,2,0,0.10642895732036736
CCDC13,3,0,0.1504592112371691
CCDC135,2,0,0.04997298757428417
CCDC140,2,0,0.016477579686655863
CCDC147,2,0,0.4567801188546731
CCDC150,2,0,0.3157752566180443
CCDC155,2,0,0.4627228525121556
CCDC168,2,0,0.056185845488924906
CCDC17,2,0,0.25796866558616965
CCDC18,2,0,0.4878444084278768
CCDC19,2,0,0.06807131280388978
CCDC27,2,0,0.027552674230145867
CCDC33,3,0,0.01431658562938952
CCDC36,2,0,0.046191247974068074
CCDC37,2,0,0.1312803889789303
CCDC38,2,0,0.011885467314964884
CCDC42,3,0,0.06428957320367369
CCDC42B,1,0,0.1542409508373852
CCDC54,2,0,0.009994597514856833
CCDC60,2,0,0.015937331172339277
CCDC62,2,0,0.26202052944354404
CCDC63,3,0,0.01431658562938952
CCDC67,3,0,0.07860615883306321
CCDC73,1,0,0.2101566720691518
CCDC79,3,0,0.008103727714748784
CCDC81,2,0,0.10696920583468396
CCDC83,2,0,0.014046461372231226
CCDC89,2,0,0.33279308481901676
CCKAR,3,0,0.02188006482982172
CCL1,2,0,0.10318746623446785
CCL11,2,0,0.04294975688816856
CCL13,2,0,0.023230686115613183
CCL14,2,0,0.13425175580767154
CCL15,2,0,0.1874662344678552
CCL16,2,0,0.09967585089141005
CCL18,2,0,0.05240410588870881
CCL20,2,0,0.007833603457590491
CCL23,2,0,0.005132360886007563
CCL26,2,0,0.04051863857374392
CCL3L1,2,0,0.4529983792544571
CCL5,1,0,0.14370610480821178
CCL7,2,0,0.009184224743381956
CCL8,2,0,0.005132360886007563
CCNA2,2,0,0.45002701242571586
CCNB2,2,0,0.0937331172339276
CCNI2,1,0,0.4211237169097785
CCNJL,2,0,0.3236088600756348
CCR2,4,0,0.014586709886547812
CCR4,2,0,0.02593192868719611
CCR6,3,0,0.04376012965964344
CCR8,2,0,0.010804970286331712
CCRL2,2,0,0.1952998379254457
CCT8P1,1,0,0.0018908698001080498
CD160,2,0,0.005132360886007563
CD177,3,0,0.1053484602917342
CD180,2,0,0.004592112371690978
CD1A,2,0,0.015126958400864398
CD1B,2,0,0.44192328471096703
CD1C,2,0,0.009724473257698542
CD1D,2,0,0.007293354943273906
CD1E,2,0,0.004592112371690978
CD200R1,4,0,0.09940572663425176
CD200R1L,1,0,0.006482982171799027
CD207,2,0,0.005942733657482442
CD244,2,0,0.3095623987034036
CD28,2,0,0.29119394921663966
CD300A,2,0,0.4945975148568341
CD300E,2,0,0.04321988114532685
CD300LD,1,0,0.008914100486223663
CD300LF,2,0,0.027552674230145867
CD300LG,2,0,0.029983792544570502
CD36,3,0,0.3095623987034036
CD3G,2,0,0.3454889249054565
CD40LG,2,0,0.01350621285791464
CD48,2,0,0.05240410588870881
CD5,2,0,0.17531064289573203
CD5L,2,0,0.0037817396002160996
CD69,2,0,0.41788222582387896
CD70,2,0,0.37844408427876824
CD72,2,0,0.06699081577525662
CD79B,3,0,0.006482982171799027
CD80,2,0,0.012695840086439762
CD93,2,0,0.17936250675310642
CD96,3,0,0.023500810372771474
CDC2,2,0,0.17233927606699082
CDC20B,2,0,0.002971366828741221
CDC25A,2,0,0.41464073473797947
CDC25C,2,0,0.018368449486763912
CDC42BPG,2,0,0.0564559697460832
CDC45L,2,0,0.39330091842247433
CDCA2,2,0,0.045921123716909776
CDCA4,3,0,0.04294975688816856
CDCA7,2,0,0.42247433819556995
CDCP1,4,0,0.07347379794705565
CDCP2,2,0,0.012695840086439762
CDH15,2,0,0.17450027012425715
CDH17,2,0,0.005672609400324149
CDH29,2,0,0.008373851971907077
CDH5,2,0,0.02404105888708806
CDK2,2,0,0.3179362506753106
CDKN2B,2,0,0.13560237709346298
CDNF,2,0,0.1658562938951918
CDRT1,2,0,0.3527822798487304
CDRT15,3,0,0.041599135602377095
CDX1,2,0,0.2768773635872501
CDX2,2,0,0.018368449486763912
CDX4,2,0,0.02674230145867099
CDY1,3,0,0.01431658562938952
CDY2A,1,0,0.009724473257698542
CEACAM16,2,0,0.14208535926526203
CEACAM18,2,0,0.004321988114532685
CEACAM3,2,0,0.008373851971907077
CEACAM4,2,0,0.35089141004862234
CEACAM5,2,0,0.008103727714748784
CEACAM6,2,0,0.011075094543490005
CEACAM7,2,0,0.3325229605618584
CEACAM8,2,0,0.013236088600756347
CEL,3,0,0.2714748784440843
CELA2A,2,0,0.37790383576445163
CELA3A,2,0,0.1012965964343598
CELA3B,1,0,0.01242571582928147
CELSR1,1,0,0.1582928146947596
CEMP1,1,0,0.004862236628849271
CENPA,3,0,0.016477579686655863
CENPE,2,0,0.4359805510534846
CENPH,2,0,0.44570502431118314
CENPI,2,0,0.030524041058887088
CENPL,3,0,0.22123176661264182
CEP55,2,0,0.005672609400324149
CER1,2,0,0.022960561858454888
CERKL,3,0,0.14019448946515398
CES3,2,0,0.419773095623987
CES4,1,0,0.006212857914640735
CES5AP1,1,0,0.0037817396002160996
CES7,2,0,0.47109670448406266
CETN1,2,0,0.015667206915180983
CETP,2,0,0.13614262560777957
CFHR1,1,0,0.004051863857374392
CFHR2,1,0,0.005402485143165856
CFHR4,2,0,0.06807131280388978
CFHR5,2,0,0.004592112371690978
CFI,2,0,0.29524581307401404
CFTR,3,0,0.2871420853592653
CGA,2,0,0.03241491085899514
CGB2,1,0,0.2479740680713128
CHEK1,4,0,0.4222042139384117
CHEK2P2,1,0,0.29578606158833065
CHI3L2,2,0,0.07968665586169638
CHIA,2,0,0.3652079956780119
CHIT1,2,0,0.12884927066450566
CHRDL2,2,0,0.17450027012425715
CHRNA1,2,0,0.05861696380334954
CHRNA5,3,0,0.2801188546731497
CHRNA9,3,0,0.1085899513776337
CHRNB3,3,0,0.23392760669908158
CHRNB4,3,0,0.029443544030253916
CHRND,3,0,0.16045380875202594
CHRNE,2,0,0.4159913560237709
CHRNG,3,0,0.05186385737439222
CHST9-AS1,2,0,0.08562938951917883
CIB4,2,0,0.01620745542949757
CICP8,1,0,0.0024311183144246355
CIITA,2,0,0.29119394921663966
CIRBP-AS1,2,0,0.47028633171258777
CKAP2L,2,0,0.008914100486223663
CLC,2,0,0.021609940572663425
CLCA1,3,0,0.15667206915180984
CLCA2,3,0,0.07077255537547272
CLCA3P,3,0,0.00675310642895732
CLCF1,2,0,0.4543490005402485
CLCNKB,2,0,0.2782279848730416
CLDN1,2,0,0.2034035656401945
CLDN16,2,0,0.39708265802269044
CLDN17,2,0,0.008373851971907077
CLDN18,2,0,0.1094003241491086
CLDN2,2,0,0.012695840086439762
CLDN20,2,0,0.15099945975148568
CLDN22,2,0,0.12344678552133982
CLDN23,2,0,0.055915721231766614
CLDN6,3,0,0.11507293354943274
CLDN7,2,0,0.3914100486223663
CLDN8,2,0,0.00675310642895732
CLEC10A,3,0,0.1874662344678552
CLEC12B,4,0,0.04349000540248514
CLEC17A,2,0,0.2485143165856294
CLEC18A,1,0,0.020529443544030253
CLEC1A,2,0,0.05321447866018368
CLEC1B,3,0,0.020529443544030253
CLEC2A,2,0,0.08211777417612101
CLEC3A,2,0,0.007023230686115613
CLEC4C,2,0,0.009724473257698542
CLEC4D,2,0,0.025121555915721232
CLEC4E,2,0,0.007023230686115613
CLEC4F,2,0,0.011075094543490005
CLEC5A,2,0,0.004862236628849271
CLEC6A,2,0,0.01053484602917342
CLEC7A,4,0,0.20772555375472718
CLECL1,2,0,0.03538627768773636
CLLU1,2,0,0.004321988114532685
CLLU1OS,2,0,0.027552674230145867
CLNK,2,0,0.03241491085899514
CLRN1,3,0,0.00945434900054025
CLRN2,2,0,0.42787682333873583
CLRN3,2,0,0.2252836304700162
CLSPN,2,0,0.3716909778498109
CMA1,2,0,0.009184224743381956
CMTM2,2,0,0.07806591031874663
CNBD1,2,0,0.009724473257698542
CNGA1,3,0,0.05159373311723393
CNGA2,3,0,0.008914100486223663
CNGA3,3,0,0.29443544030253915
CNGA4,3,0,0.028092922744462453
CNGB3,3,0,0.03457590491626148
CNKSR1,2,0,0.3225283630470016
CNTD1,1,0,0.014046461372231226
CNTD2,4,0,0.2142085359265262
CNTF,2,0,0.020529443544030253
CNTN5,2,0,0.3479200432198811
COL14A1,3,0,0.4913560237709346
COL15A1,2,0,0.06942193408968125
COL17A1,2,0,0.055915721231766614
COL1A1,3,0,0.3978930307941653
COL28A1,2,0,0.26958400864397625
COL29A1,3,0,0.16018368449486764
COL2A1,2,0,0.018098325229605618
COL3A1,4,0,0.2576985413290113
COL4A3,5,0,0.34305780659103186
COL4A6,3,0,0.03511615343057806
COLEC10,2,0,0.08049702863317126
CORIN,2,0,0.02971366828741221
COX7B2,2,0,0.007833603457590491
CPA1,2,0,0.017828200972447326
CPA2,2,0,0.027282549972987576
CPA3,2,0,0.12290653700702323
CPA4,2,0,0.4019448946515397
CPA6,2,0,0.011075094543490005
CPB1,2,0,0.05942733657482442
CPB2,3,0,0.009184224743381956
CPLX4,2,0,0.09832522960561858
CPN1,2,0,0.1323608860075635
CPN2,2,0,0.14991896272285252
CPO,2,0,0.47487844408427876
CPS1,3,0,0.41950297136682874
CPS1-IT1,2,0,0.13641274986493787
CPSF4L,2,0,0.014856834143706105
CPXCR1,2,0,0.013776337115072933
CPXM1,2,0,0.0337655321447866
CR1,3,0,0.27336574824419235
CR1L,2,0,0.007023230686115613
CRHR2,3,0,0.3149648838465694
CRISP1,3,0,0.008914100486223663
CRISP2,2,0,0.022960561858454888
CRISP3,2,0,0.004592112371690978
CRISPLD2,3,0,0.025391680172879523
CRNN,2,0,0.190977849810913
CRP,2,0,0.04294975688816856
CRTAM,2,0,0.1574824419232847
CRX,1,0,0.00675310642895732
CRYAA,2,0,0.02377093462992977
CRYBA1,2,0,0.04024851431658563
CRYBA4,2,0,0.02215018908698001
CRYBG3,1,0,0.33306320907617504
CRYGB,2,0,0.06428957320367369
CRYGC,2,0,0.019448946515397084
CRYGN,2,0,0.20853592652620206
CSF2,2,0,0.012965964343598054
CSF2RB,2,0,0.32766072393300916
CSF3,2,0,0.04240950837385197
CSH2,1,0,0.04213938411669368
CSHL1,2,0,0.1358725013506213
CSMD2,3,0,0.2563479200432199
CSN1S1,3,0,0.17044840626688276
CSN1S2A,2,0,0.005402485143165856
CSN2,2,0,0.002971366828741221
CSN3,2,0,0.028363047001620744
CSRP3,2,0,0.018638573743922204
CST1,3,0,0.009994597514856833
CST11,2,0,0.01728795245813074
CST2,2,0,0.0715829281469476
CST6,2,0,0.1507293354943274
CST7,2,0,0.2522960561858455
CST8,2,0,0.011345218800648298
CST9,2,0,0.004321988114532685
CST9L,2,0,0.010264721772015126
CSTA,2,0,0.03565640194489465
CSTL1,2,0,0.010264721772015126
CT45A3,1,0,0.206645056726094
CT47B1,1,0,0.0940032414910859
CTAG1B,2,0,0.32468935710426794
CTAG2,2,0,0.010804970286331712
CTAGE10P,3,0,0.13749324689357104
CTC-205M6.2,1,0,0.08373851971907077
CTC-463N11.3,1,0,0.0032414910858995136
CTCFL,2,0,0.005942733657482442
CTD-2303B20.1,2,0,0.018638573743922204
CTLA4,2,0,0.029443544030253916
CTSE,3,0,0.1396542409508374
CTSG,2,0,0.17477039438141545
CTSW,2,0,0.04294975688816856
CUBN,2,0,0.06482982171799027
CUST_104_PI416408490,1,0,0.0037817396002160996
CUST_107_PI417507815,1,0,0.14370610480821178
CUST_10853_PI416261804,1,0,0.02485143165856294
CUST_112_PI416408490,1,0,0.3903295515937331
CUST_122_PI416408490,1,0,0.3511615343057807
CUST_12341_PI416261804,1,0,0.08076715289032955
CUST_1323_PI416573500,1,0,0.03862776877363587
CUST_1365_PI416379584,1,0,0.0021609940572663426
CUST_14832_PI416261804,1,0,0.10210696920583469
CUST_16172_PI416261804,1,0,0.02485143165856294
CUST_16_PI417507815,1,0,0.004592112371690978
CUST_197_PI417507815,1,0,0.020799567801188548
CUST_1_PI416379584,1,0,0.022420313344138302
CUST_201_PI416379584,1,0,0.00864397622906537
CUST_235_PI417507815,1,0,0.37304159913560236
CUST_237_PI417507815,1,0,0.01053484602917342
CUST_2427_PI416261804,1,0,0.22015126958400866
CUST_2433_PI416261804,1,0,0.004592112371690978
CUST_2445_PI416261804,1,0,0.3049702863317126
CUST_2475_PI416261804,1,0,0.08698001080497028
CUST_2481_PI416261804,1,0,0.13344138303619665
CUST_2496_PI416261804,3,0,0.018368449486763912
CUST_2498_PI416261804,1,0,0.022420313344138302
CUST_2535_PI416261804,1,0,0.12182603997839006
CUST_2547_PI416261804,1,0,0.23554835224203133
CUST_2607_PI416261804,1,0,0.15883306320907617
CUST_260_PI416408490,1,0,0.021609940572663425
CUST_2636_PI416261804,1,0,0.27255537547271746
CUST_2637_PI416261804,1,0,0.004051863857374392
CUST_2638_PI416261804,1,0,0.03511615343057806
CUST_2639_PI416261804,1,0,0.0021609940572663426
CUST_2651_PI416261804,1,0,0.010804970286331712
CUST_2674_PI416261804,1,0,0.011075094543490005
CUST_2676_PI416261804,1,0,0.009724473257698542
CUST_2678_PI416261804,1,0,0.10453808752025932
CUST_2684_PI416261804,1,0,0.06996218260399784
CUST_2693_PI416261804,1,0,0.10075634792004322
CUST_2701_PI416261804,1,0,0.0037817396002160996
CUST_2710_PI416261804,1,0,0.004592112371690978
CUST_2716_PI416261804,1,0,0.002701242571582928
CUST_2732_PI416261804,1,0,0.05564559697460832
CUST_2739_PI416261804,1,0,0.011075094543490005
CUST_2741_PI416261804,1,0,0.014586709886547812
CUST_2772_PI416261804,1,0,0.01350621285791464
CUST_2783_PI416261804,1,0,0.18881685575364668
CUST_2805_PI416261804,1,0,0.13317125877903835
CUST_2815_PI416261804,1,0,0.004862236628849271
CUST_2827_PI416261804,1,0,0.016477579686655863
CUST_2830_PI416261804,1,0,0.032144786601836846
CUST_2835_PI416261804,1,0,0.015937331172339277
CUST_2839_PI416261804,1,0,0.1620745542949757
CUST_283_PI416566444,2,0,0.0189086980010805
CUST_2840_PI416261804,1,0,0.09751485683414371
CUST_2854_PI416261804,1,0,0.004862236628849271
CUST_2891_PI416261804,1,0,0.00864397622906537
CUST_2899_PI416261804,1,0,0.01728795245813074
CUST_2905_PI416261804,1,0,0.005672609400324149
CUST_2913_PI416261804,1,0,0.011615343057806591
CUST_2935_PI416261804,2,0,0.2717450027012426
CUST_2959_PI416261804,1,0,0.42544570502431117
CUST_2972_PI416261804,1,0,0.2839005942733657
CUST_2977_PI416261804,1,0,0.15991356023770933
CUST_2986_PI416261804,1,0,0.4551593733117234
CUST_298_PI417507815,1,0,0.05375472717450027
CUST_2995_PI416261804,1,0,0.007563479200432199
CUST_2997_PI416261804,1,0,0.011345218800648298
CUST_3009_PI416261804,1,0,0.007563479200432199
CUST_301_PI417507815,1,0,0.3878984332793085
CUST_3023_PI416261804,1,0,0.3309022150189087
CUST_3052_PI416261804,1,0,0.353322528363047
CUST_3053_PI416261804,1,0,0.07212317666126418
CUST_3078_PI416261804,1,0,0.005672609400324149
CUST_3080_PI416261804,1,0,0.04240950837385197
CUST_3109_PI416261804,1,0,0.004592112371690978
CUST_3123_PI416261804,1,0,0.10561858454889249
CUST_3125_PI416261804,1,0,0.16099405726634253
CUST_3166_PI416261804,1,0,0.00864397622906537
CUST_3214_PI416261804,1,0,0.44408427876823336
CUST_3221_PI416261804,1,0,0.01350621285791464
CUST_3222_PI416261804,1,0,0.35926526202052944
CUST_3226_PI416261804,1,0,0.009994597514856833
CUST_3235_PI416261804,1,0,0.04754186925985954
CUST_3236_PI416261804,1,0,0.26742301458670986
CUST_3282_PI416261804,1,0,0.004592112371690978
CUST_3314_PI416261804,1,0,0.2631010264721772
CUST_3321_PI416261804,1,0,0.27201512695840085
CUST_3323_PI416261804,1,0,0.1085899513776337
CUST_3331_PI416261804,1,0,0.0037817396002160996
CUST_3342_PI416261804,1,0,0.019448946515397084
CUST_3354_PI416261804,1,0,0.15343057806591032
CUST_3364_PI416261804,1,0,0.13371150729335493
CUST_3365_PI416261804,1,0,0.018368449486763912
CUST_3393_PI416261804,1,0,0.004321988114532685
CUST_3398_PI416261804,1,0,0.06888168557536467
CUST_3404_PI416261804,1,0,0.3390059427336575
CUST_3410_PI416261804,1,0,0.018368449486763912
CUST_3412_PI416261804,1,0,0.024311183144246355
CUST_3417_PI416261804,1,0,0.006482982171799027
CUST_3427_PI416261804,1,0,0.016477579686655863
CUST_3437_PI416261804,1,0,0.004862236628849271
CUST_343_PI417507815,1,0,0.08806050783360346
CUST_3442_PI416261804,1,0,0.002971366828741221
CUST_3452_PI416261804,1,0,0.006212857914640735
CUST_3456_PI416261804,1,0,0.03889789303079417
CUST_3457_PI416261804,1,0,0.021609940572663425
CUST_3459_PI416261804,1,0,0.02863317125877904
CUST_3469_PI416261804,1,0,0.11723392760669908
CUST_3474_PI416261804,1,0,0.10102647217720151
CUST_3485_PI416261804,1,0,0.023500810372771474
CUST_3506_PI416261804,1,0,0.02782279848730416
CUST_3508_PI416261804,1,0,0.07185305240410589
CUST_3509_PI416261804,1,0,0.055105348460291734
CUST_3515_PI416261804,1,0,0.17098865478119935
CUST_3516_PI416261804,1,0,0.0024311183144246355
CUST_3530_PI416261804,1,0,0.11507293354943274
CUST_3534_PI416261804,1,0,0.1018368449486764
CUST_3549_PI416261804,2,0,0.04997298757428417
CUST_3572_PI416261804,1,0,0.041329011345218804
CUST_3576_PI416261804,3,0,0.2752566180443004
CUST_3582_PI416261804,1,0,0.005132360886007563
CUST_3584_PI416261804,1,0,0.016477579686655863
CUST_3590_PI416261804,1,0,0.00945434900054025
CUST_3604_PI416261804,1,0,0.011075094543490005
CUST_3605_PI416261804,1,0,0.07320367368989736
CUST_3613_PI416261804,1,0,0.01350621285791464
CUST_3621_PI416261804,2,0,0.32144786601836844
CUST_3625_PI416261804,1,0,0.11885467314964884
CUST_3628_PI416261804,1,0,0.004862236628849271
